gene_id	transcript_id(s)	AtlanticSalmon_RNA_Brain_Immature_Female_R1	AtlanticSalmon_RNA_Brain_Immature_Female_R2	AtlanticSalmon_RNA_Brain_Immature_Female_R3	AtlanticSalmon_RNA_Brain_Immature_Male_R1	AtlanticSalmon_RNA_Brain_Immature_Male_R2	AtlanticSalmon_RNA_Brain_Immature_Male_R3	AtlanticSalmon_RNA_Brain_Mature_Female_R1	AtlanticSalmon_RNA_Brain_Mature_Female_R2	AtlanticSalmon_RNA_Brain_Mature_Female_R3	AtlanticSalmon_RNA_Brain_Mature_Male_R1	AtlanticSalmon_RNA_Brain_Mature_Male_R2	AtlanticSalmon_RNA_Brain_Mature_Male_R3
ENSSSAG00000103824	ENSSSAT00000177294,ENSSSAT00000214857,ENSSSAT00000233078	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103825	ENSSSAT00000246321	0.32	0.05	0.51	0.10	0.00	0.12	0.00	0.13	0.05	0.11	0.00	0.22
ENSSSAG00000103826	ENSSSAT00000166347	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103827	ENSSSAT00000227107	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103828	ENSSSAT00000195592	0.46	0.00	1.25	0.49	1.04	1.68	0.00	1.97	0.53	2.63	0.00	0.67
ENSSSAG00000103829	ENSSSAT00000159482,ENSSSAT00000165821,ENSSSAT00000201047,ENSSSAT00000210978	17.04	8.67	34.52	39.29	7.97	37.02	8.23	53.94	59.07	48.28	10.97	48.49
ENSSSAG00000103830	ENSSSAT00000191770	1.29	0.82	1.36	0.78	1.47	0.56	0.72	1.23	1.25	0.68	0.91	1.43
ENSSSAG00000103831	ENSSSAT00000163363,ENSSSAT00000167741	0.00	0.00	0.82	0.49	0.00	0.19	0.00	0.00	0.00	1.24	0.00	0.46
ENSSSAG00000103832	ENSSSAT00000210302	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103833	ENSSSAT00000211555	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103834	ENSSSAT00000220885	0.13	0.54	0.28	5.76	0.74	0.18	8.22	0.10	0.08	0.05	0.09	0.07
ENSSSAG00000103835	ENSSSAT00000169457,ENSSSAT00000218434	2.85	3.26	3.16	3.16	3.35	4.23	1.88	3.33	4.08	3.70	3.01	3.78
ENSSSAG00000103836	ENSSSAT00000182995	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103837	ENSSSAT00000217010,ENSSSAT00000232341,ENSSSAT00000234676	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103838	ENSSSAT00000112929,ENSSSAT00000112986,ENSSSAT00000169521,ENSSSAT00000171000,ENSSSAT00000173555,ENSSSAT00000175332,ENSSSAT00000175609,ENSSSAT00000202432	10.68	12.79	10.50	3.71	17.10	7.34	10.63	1.73	2.76	2.30	20.53	3.02
ENSSSAG00000103839	ENSSSAT00000196009	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103840	ENSSSAT00000175758	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103841	ENSSSAT00000190975	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103842	ENSSSAT00000211097,ENSSSAT00000251593	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103843	ENSSSAT00000174832,ENSSSAT00000200881,ENSSSAT00000205175,ENSSSAT00000235287,ENSSSAT00000246754	0.11	0.33	0.00	0.00	0.34	0.06	0.04	0.14	0.06	0.00	0.06	0.29
ENSSSAG00000103844	ENSSSAT00000234688	0.00	0.00	0.00	0.08	0.04	0.05	0.00	0.00	0.00	0.05	0.05	0.00
ENSSSAG00000103845	ENSSSAT00000160456,ENSSSAT00000164409,ENSSSAT00000178177,ENSSSAT00000220409,ENSSSAT00000228095	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103846	ENSSSAT00000181933	0.60	0.17	0.20	0.08	0.47	0.39	0.00	0.11	0.22	0.44	0.86	0.17
ENSSSAG00000103847	ENSSSAT00000207592,ENSSSAT00000229497	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103848	ENSSSAT00000254981	10.45	10.12	11.49	9.82	9.25	8.74	1.07	23.10	19.77	20.97	8.12	20.84
ENSSSAG00000103849	ENSSSAT00000199936	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103850	ENSSSAT00000213241,ENSSSAT00000242901,ENSSSAT00000244987	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103851	ENSSSAT00000173253,ENSSSAT00000176742,ENSSSAT00000193596,ENSSSAT00000208169	0.03	0.00	0.02	0.00	0.00	0.02	0.00	0.00	0.00	0.03	0.00	0.00
ENSSSAG00000103852	ENSSSAT00000029648,ENSSSAT00000167852,ENSSSAT00000168459,ENSSSAT00000179071,ENSSSAT00000206437,ENSSSAT00000207460,ENSSSAT00000211906,ENSSSAT00000218620,ENSSSAT00000234555	29.84	23.67	27.70	21.72	26.99	27.42	15.24	23.14	22.09	26.31	26.41	26.27
ENSSSAG00000103853	ENSSSAT00000007871	0.00	0.00	0.00	1.12	0.00	0.57	0.62	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103854	ENSSSAT00000206759	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103855	ENSSSAT00000251048	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103856	ENSSSAT00000057190,ENSSSAT00000179850,ENSSSAT00000193518,ENSSSAT00000217712,ENSSSAT00000240493,ENSSSAT00000248657	7.19	8.94	6.69	4.91	7.96	8.81	4.72	6.50	2.69	5.28	8.03	6.08
ENSSSAG00000103857	ENSSSAT00000157820	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103858	ENSSSAT00000011417,ENSSSAT00000012108,ENSSSAT00000165335,ENSSSAT00000167460,ENSSSAT00000174291,ENSSSAT00000186553,ENSSSAT00000205228,ENSSSAT00000209726,ENSSSAT00000212618,ENSSSAT00000218554	5.06	3.20	4.47	3.20	3.79	3.30	3.66	2.89	2.98	3.85	4.85	3.52
ENSSSAG00000103859	ENSSSAT00000235071	6.94	8.11	12.15	9.51	10.59	8.43	2.57	28.56	18.44	28.84	10.35	24.39
ENSSSAG00000103860	ENSSSAT00000190734	23.05	13.01	19.23	7.65	3.85	16.04	15.55	15.72	20.41	12.84	27.69	12.79
ENSSSAG00000103861	ENSSSAT00000007125,ENSSSAT00000106253	0.81	0.37	0.11	5.15	0.18	0.31	1.80	19.37	18.67	38.13	0.42	41.59
ENSSSAG00000103862	ENSSSAT00000253820	0.06	0.06	0.07	0.09	0.00	0.07	0.00	0.04	0.00	0.14	0.08	0.20
ENSSSAG00000103863	ENSSSAT00000175618	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103864	ENSSSAT00000185519,ENSSSAT00000191410,ENSSSAT00000213536,ENSSSAT00000220730	0.15	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103865	ENSSSAT00000006898,ENSSSAT00000158001	4.30	1.44	2.17	1.40	1.78	1.14	4.34	0.45	0.69	1.07	3.76	1.65
ENSSSAG00000103866	ENSSSAT00000160857	0.00	0.00	0.23	0.00	0.19	0.21	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103867	ENSSSAT00000180253,ENSSSAT00000211210	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103868	ENSSSAT00000188460,ENSSSAT00000240897	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103869	ENSSSAT00000229184	11.53	8.92	1.36	1.10	0.07	6.73	0.11	1.44	0.07	0.30	2.57	0.00
ENSSSAG00000103870	ENSSSAT00000152371,ENSSSAT00000162808,ENSSSAT00000209544	2.12	2.25	3.30	2.25	2.50	6.23	1.06	3.33	2.43	2.99	2.96	3.64
ENSSSAG00000103871	ENSSSAT00000005450,ENSSSAT00000005530,ENSSSAT00000005537,ENSSSAT00000018273,ENSSSAT00000181055,ENSSSAT00000218337,ENSSSAT00000225793,ENSSSAT00000226381,ENSSSAT00000239004,ENSSSAT00000240715	35.02	39.92	34.97	18.76	56.69	28.26	14.64	36.64	29.92	31.49	46.53	32.35
ENSSSAG00000103872	ENSSSAT00000157019,ENSSSAT00000201868	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103873	ENSSSAT00000191605,ENSSSAT00000206341,ENSSSAT00000224409	48.16	45.65	52.70	60.01	50.07	61.02	50.13	75.06	63.87	63.30	58.76	67.26
ENSSSAG00000103874	ENSSSAT00000254298	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103875	ENSSSAT00000185136	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103876	ENSSSAT00000224913	0.00	0.76	0.00	0.38	0.00	1.32	0.00	0.00	0.41	0.00	0.46	0.00
ENSSSAG00000103877	ENSSSAT00000165090,ENSSSAT00000176476,ENSSSAT00000188498,ENSSSAT00000248978	0.29	0.00	0.11	0.39	0.49	0.22	0.60	0.56	0.44	0.50	0.11	0.26
ENSSSAG00000103878	ENSSSAT00000004974	0.22	0.11	0.13	0.00	0.44	0.13	0.00	0.00	0.00	0.00	0.12	0.00
ENSSSAG00000103879	ENSSSAT00000232024,ENSSSAT00000237456	7.63	5.76	9.84	6.01	4.62	8.88	4.44	5.69	7.83	7.20	9.12	9.45
ENSSSAG00000103880	ENSSSAT00000252990	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103881	ENSSSAT00000193095	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103882	ENSSSAT00000205087	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14
ENSSSAG00000103883	ENSSSAT00000158491,ENSSSAT00000194959,ENSSSAT00000222531	24.91	16.18	20.67	27.22	14.97	28.22	18.00	40.10	30.56	34.72	20.73	35.67
ENSSSAG00000103884	ENSSSAT00000214553	0.67	0.34	0.64	0.12	1.36	0.54	0.37	0.35	0.71	0.98	0.41	0.79
ENSSSAG00000103885	ENSSSAT00000164783,ENSSSAT00000197307,ENSSSAT00000198918,ENSSSAT00000204071,ENSSSAT00000230129	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103886	ENSSSAT00000249459	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103887	ENSSSAT00000161437	5.33	4.86	7.70	5.03	5.24	6.59	2.03	7.28	7.14	5.68	7.88	9.53
ENSSSAG00000103888	ENSSSAT00000098879	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103889	ENSSSAT00000245945	0.00	0.00	0.00	5.69	1.30	0.00	3.66	0.00	0.00	0.00	0.00	0.76
ENSSSAG00000103890	ENSSSAT00000164344	0.88	0.13	0.15	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.86	0.00
ENSSSAG00000103891	ENSSSAT00000248929	0.00	0.00	0.00	0.13	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103892	ENSSSAT00000171778	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103893	ENSSSAT00000239697	0.40	3.11	0.00	0.00	0.00	0.09	0.24	0.00	0.08	0.25	0.00	0.00
ENSSSAG00000103894	ENSSSAT00000227497	19.25	14.05	24.70	11.19	12.49	21.57	0.50	23.32	18.98	19.19	19.07	21.39
ENSSSAG00000103895	ENSSSAT00000181789,ENSSSAT00000182642	6.16	5.82	6.99	5.81	5.36	6.42	4.57	7.59	7.70	6.13	5.44	7.71
ENSSSAG00000103896	ENSSSAT00000177210,ENSSSAT00000245805	6.12	0.65	0.00	2.06	0.00	0.71	0.00	0.00	0.00	0.64	0.00	0.00
ENSSSAG00000103897	ENSSSAT00000249625	0.36	0.00	0.67	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.50
ENSSSAG00000103898	ENSSSAT00000192034	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103899	ENSSSAT00000179030	0.00	0.00	0.00	0.00	0.27	0.00	0.21	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103900	ENSSSAT00000217227	14.46	17.86	16.07	9.01	13.48	10.15	6.24	12.74	15.05	14.77	15.00	12.22
ENSSSAG00000103901	ENSSSAT00000249921	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103902	ENSSSAT00000254691	0.14	0.42	0.50	0.66	0.00	0.16	0.30	0.17	0.14	1.14	0.00	0.19
ENSSSAG00000103903	ENSSSAT00000214624,ENSSSAT00000249086,ENSSSAT00000253616	0.20	0.00	0.25	0.00	0.43	0.48	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103904	ENSSSAT00000227801	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103905	ENSSSAT00000217144	0.69	1.46	0.70	0.05	0.64	0.40	0.00	0.00	0.10	0.00	1.21	0.00
ENSSSAG00000103906	ENSSSAT00000223933	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103907	ENSSSAT00000200088	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103908	ENSSSAT00000195142,ENSSSAT00000217326,ENSSSAT00000228785	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103909	ENSSSAT00000218043	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103910	ENSSSAT00000252568	15.33	13.27	15.46	10.00	13.70	15.12	6.84	15.63	15.37	16.23	15.20	17.01
ENSSSAG00000103911	ENSSSAT00000156921	1.57	3.06	1.79	1.18	2.39	2.10	1.05	0.45	0.13	0.66	1.21	0.73
ENSSSAG00000103912	ENSSSAT00000231047,ENSSSAT00000234896	11.32	3.68	10.00	1.08	1.42	5.70	0.21	1.28	1.19	1.21	28.33	1.34
ENSSSAG00000103913	ENSSSAT00000249795	11.98	9.92	17.26	16.84	14.03	18.74	12.44	22.85	17.92	17.81	16.28	20.51
ENSSSAG00000103914	ENSSSAT00000215352,ENSSSAT00000247528	7.47	5.65	6.16	0.93	6.89	4.72	0.40	0.32	0.59	1.25	9.15	1.15
ENSSSAG00000103915	ENSSSAT00000227995	0.00	0.00	0.07	0.00	0.00	0.47	0.00	0.00	0.00	0.18	0.00	0.08
ENSSSAG00000103916	ENSSSAT00000209269	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103917	ENSSSAT00000207826	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103918	ENSSSAT00000250444	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103919	ENSSSAT00000196853	35.74	34.17	44.77	17.86	21.21	41.03	8.52	16.45	47.84	42.56	29.34	58.23
ENSSSAG00000103920	ENSSSAT00000232410	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103921	ENSSSAT00000194149,ENSSSAT00000204486,ENSSSAT00000209597,ENSSSAT00000217145,ENSSSAT00000226687	2.24	2.22	1.60	3.78	3.28	1.55	4.76	0.36	0.20	1.16	6.43	3.49
ENSSSAG00000103922	ENSSSAT00000253937	0.07	0.34	0.24	0.07	0.27	0.00	0.15	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103923	ENSSSAT00000242071	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103924	ENSSSAT00000186339,ENSSSAT00000214093,ENSSSAT00000219339,ENSSSAT00000247766	3.23	4.30	4.89	4.39	5.85	4.30	1.93	7.28	5.39	6.05	4.36	5.90
ENSSSAG00000103925	ENSSSAT00000160905	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103926	ENSSSAT00000176773,ENSSSAT00000206077,ENSSSAT00000222583	6.08	4.46	5.84	5.92	5.91	7.82	1.88	8.54	4.61	8.43	6.49	10.44
ENSSSAG00000103927	ENSSSAT00000204671	0.41	0.69	0.41	0.52	0.48	0.47	0.00	0.60	0.77	0.42	0.00	0.28
ENSSSAG00000103928	ENSSSAT00000058265,ENSSSAT00000172420,ENSSSAT00000245606	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103929	ENSSSAT00000206164	0.00	0.00	0.00	0.00	0.00	0.73	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103930	ENSSSAT00000183613	2.51	0.00	0.00	0.00	14.10	0.00	0.00	7.24	0.00	6.97	0.00	7.27
ENSSSAG00000103931	ENSSSAT00000217601	2.01	1.29	5.28	1.39	2.24	4.78	0.27	0.92	0.93	1.11	3.45	1.02
ENSSSAG00000103932	ENSSSAT00000243910	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103933	ENSSSAT00000194973	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103934	ENSSSAT00000188982	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103935	ENSSSAT00000178184	0.14	0.06	0.09	0.09	0.08	0.14	0.01	0.18	0.21	0.15	0.15	0.02
ENSSSAG00000103936	ENSSSAT00000190415,ENSSSAT00000241715,ENSSSAT00000248867	0.42	0.50	0.22	0.42	0.59	1.18	0.22	0.31	0.33	0.68	0.54	0.40
ENSSSAG00000103937	ENSSSAT00000234491	2.18	2.46	2.31	1.05	2.37	1.85	2.31	1.61	3.00	1.87	1.27	2.25
ENSSSAG00000103938	ENSSSAT00000158779,ENSSSAT00000251321	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103939	ENSSSAT00000166714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103940	ENSSSAT00000175188,ENSSSAT00000183982,ENSSSAT00000192054,ENSSSAT00000219157,ENSSSAT00000227765,ENSSSAT00000228011,ENSSSAT00000243452,ENSSSAT00000244866,ENSSSAT00000247986	0.00	0.00	0.00	0.18	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103941	ENSSSAT00000219029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103942	ENSSSAT00000217167	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103943	ENSSSAT00000248434	1.32	4.18	0.02	0.22	1.16	2.09	6.24	2.57	0.66	0.99	4.00	2.03
ENSSSAG00000103944	ENSSSAT00000180123,ENSSSAT00000181726,ENSSSAT00000234076,ENSSSAT00000239296,ENSSSAT00000246692	0.00	4.23	5.60	4.07	5.60	3.05	1.05	0.41	0.16	0.04	5.18	0.34
ENSSSAG00000103945	ENSSSAT00000208150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103946	ENSSSAT00000063607,ENSSSAT00000178087,ENSSSAT00000194155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103947	ENSSSAT00000237841	0.15	0.29	0.08	0.04	0.02	0.00	0.22	0.22	0.31	0.05	0.36	0.27
ENSSSAG00000103948	ENSSSAT00000158790,ENSSSAT00000178577,ENSSSAT00000193890	0.44	0.16	0.26	0.15	0.14	0.50	0.03	0.24	0.05	0.39	0.05	0.48
ENSSSAG00000103949	ENSSSAT00000162243,ENSSSAT00000190911,ENSSSAT00000207770,ENSSSAT00000240936	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103950	ENSSSAT00000203342,ENSSSAT00000204612	0.29	0.49	0.44	0.60	0.21	0.86	4.44	0.00	0.11	0.87	0.87	0.54
ENSSSAG00000103951	ENSSSAT00000204256	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103952	ENSSSAT00000196332	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103953	ENSSSAT00000010265	5.09	8.46	9.53	7.01	13.24	7.75	2.65	8.43	14.41	14.60	6.80	11.63
ENSSSAG00000103954	ENSSSAT00000171041,ENSSSAT00000173440,ENSSSAT00000217547,ENSSSAT00000224044	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103955	ENSSSAT00000172841,ENSSSAT00000200670,ENSSSAT00000215127,ENSSSAT00000218449,ENSSSAT00000229158	0.00	0.05	0.00	0.00	0.13	0.02	0.00	0.12	0.00	0.00	0.00	0.00
ENSSSAG00000103956	ENSSSAT00000168037,ENSSSAT00000230314,ENSSSAT00000251505	15.19	14.75	12.51	8.85	10.22	14.81	8.09	13.70	13.92	9.96	13.25	11.27
ENSSSAG00000103957	ENSSSAT00000141500,ENSSSAT00000198528,ENSSSAT00000213880	20.52	16.49	29.61	19.77	16.90	23.05	2.65	41.01	36.64	33.37	20.78	36.01
ENSSSAG00000103958	ENSSSAT00000210440	0.38	0.27	0.45	0.36	0.00	0.50	0.55	0.34	0.06	0.11	0.00	0.22
ENSSSAG00000103959	ENSSSAT00000180197	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103960	ENSSSAT00000200939,ENSSSAT00000213881	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103961	ENSSSAT00000175117,ENSSSAT00000251074	166.36	195.36	65.98	67.59	55.61	95.32	15.02	42.60	53.26	42.48	81.28	49.36
ENSSSAG00000103962	ENSSSAT00000218923	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
ENSSSAG00000103963	ENSSSAT00000205305,ENSSSAT00000219423	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103964	ENSSSAT00000216205	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103965	ENSSSAT00000213378,ENSSSAT00000234182,ENSSSAT00000246659	2.11	1.07	1.55	1.33	1.06	1.87	0.24	2.06	2.33	2.28	1.62	3.31
ENSSSAG00000103966	ENSSSAT00000166889	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103967	ENSSSAT00000170872	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103968	ENSSSAT00000214427	0.95	0.34	0.64	0.50	0.93	1.12	0.49	1.03	0.30	0.94	0.56	0.68
ENSSSAG00000103969	ENSSSAT00000234179	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103970	ENSSSAT00000215659	0.00	0.12	0.00	0.00	0.12	0.00	0.45	0.15	0.00	0.13	0.14	0.16
ENSSSAG00000103971	ENSSSAT00000161352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103972	ENSSSAT00000191505	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103973	ENSSSAT00000180971	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103974	ENSSSAT00000194103	5.57	5.85	5.24	5.58	5.15	6.48	7.97	5.42	6.12	5.96	6.66	8.18
ENSSSAG00000103975	ENSSSAT00000205098	6.87	3.94	8.41	3.06	0.85	4.70	1.41	0.63	1.01	2.53	12.10	2.43
ENSSSAG00000103976	ENSSSAT00000159480,ENSSSAT00000185359,ENSSSAT00000187495,ENSSSAT00000204280,ENSSSAT00000225024	0.42	0.18	0.00	0.00	0.08	0.00	0.00	0.11	0.18	0.00	0.09	0.00
ENSSSAG00000103977	ENSSSAT00000186191	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103978	ENSSSAT00000246264	0.97	1.03	1.24	0.37	0.54	1.03	0.54	0.83	1.11	0.12	1.69	1.10
ENSSSAG00000103979	ENSSSAT00000193427,ENSSSAT00000210853	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103980	ENSSSAT00000164460	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103981	ENSSSAT00000170191,ENSSSAT00000181325,ENSSSAT00000234180,ENSSSAT00000254751	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103982	ENSSSAT00000194778	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103983	ENSSSAT00000164250	0.27	0.00	0.00	0.00	6.93	0.00	0.00	0.00	22.88	8.41	0.00	10.04
ENSSSAG00000103984	ENSSSAT00000173851	0.49	0.21	1.49	0.07	0.49	0.40	0.00	0.00	0.00	0.00	0.31	0.00
ENSSSAG00000103985	ENSSSAT00000210099,ENSSSAT00000227527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000103986	ENSSSAT00000177162,ENSSSAT00000228978,ENSSSAT00000254558	23.61	25.50	20.59	31.03	16.16	24.28	33.60	19.08	17.59	19.08	32.99	21.12
ENSSSAG00000103987	ENSSSAT00000164208	0.00	0.00	0.15	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.14	0.00
