gene_id	transcript_id(s)	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R1	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R2	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R3	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R1	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R2	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R3	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R1	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R2	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R3	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R1	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R2	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R3
ENSSSAG00000093408	ENSSSAT00000223926	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093409	ENSSSAT00000165605	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093410	ENSSSAT00000179155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093411	ENSSSAT00000174217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093412	ENSSSAT00000164676	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093413	ENSSSAT00000187852	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093414	ENSSSAT00000207421	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093415	ENSSSAT00000180581	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093416	ENSSSAT00000204204	0.22	0.13	0.08	0.33	0.82	0.24	0.19	0.22	0.42	0.51	0.08	0.81
ENSSSAG00000093417	ENSSSAT00000181566,ENSSSAT00000229060	0.44	0.10	0.48	0.07	0.32	0.27	0.15	0.44	0.35	0.68	0.19	0.35
ENSSSAG00000093418	ENSSSAT00000178063,ENSSSAT00000206936	0.02	0.05	0.04	0.06	0.38	0.06	0.10	0.05	0.31	0.14	0.05	0.13
ENSSSAG00000093419	ENSSSAT00000166751	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093420	ENSSSAT00000169580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093421	ENSSSAT00000213082,ENSSSAT00000245037	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093422	ENSSSAT00000167200	0.00	0.00	0.03	0.00	0.02	0.01	0.02	0.03	0.00	0.02	0.02	0.00
ENSSSAG00000093423	ENSSSAT00000169107	0.00	0.07	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.11	0.00
ENSSSAG00000093424	ENSSSAT00000153227,ENSSSAT00000160342,ENSSSAT00000161096,ENSSSAT00000171523,ENSSSAT00000172141,ENSSSAT00000193901,ENSSSAT00000207404,ENSSSAT00000221261	11.22	15.29	17.47	10.22	11.69	13.30	15.34	14.37	15.10	22.65	12.44	20.10
ENSSSAG00000093425	ENSSSAT00000160385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093426	ENSSSAT00000025885,ENSSSAT00000029298,ENSSSAT00000029323,ENSSSAT00000029388,ENSSSAT00000066295,ENSSSAT00000066373,ENSSSAT00000066383,ENSSSAT00000066533,ENSSSAT00000225171,ENSSSAT00000233052	0.24	0.65	0.04	0.29	0.69	0.29	0.49	0.59	0.94	0.65	0.14	0.44
ENSSSAG00000093427	ENSSSAT00000010598,ENSSSAT00000218879	0.91	0.50	0.89	1.15	1.04	1.41	1.62	1.34	1.72	1.81	1.04	0.90
ENSSSAG00000093428	ENSSSAT00000169186	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00
ENSSSAG00000093429	ENSSSAT00000245326	0.13	0.16	0.08	0.04	0.03	0.10	0.08	0.10	0.06	0.11	0.13	0.00
ENSSSAG00000093430	ENSSSAT00000206224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093431	ENSSSAT00000160046	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093432	ENSSSAT00000187323	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093433	ENSSSAT00000229687	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093434	ENSSSAT00000163257	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093435	ENSSSAT00000089821,ENSSSAT00000089825,ENSSSAT00000208546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093436	ENSSSAT00000224490	0.00	0.51	0.00	0.19	0.27	0.37	0.10	0.13	0.00	0.00	0.09	0.00
ENSSSAG00000093437	ENSSSAT00000182934	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093438	ENSSSAT00000250661	0.10	0.08	0.07	0.10	0.10	0.00	0.07	0.08	0.00	0.02	0.01	0.13
ENSSSAG00000093439	ENSSSAT00000248129	26.63	34.60	12.10	19.60	36.56	28.73	29.98	37.30	40.83	33.75	18.08	30.30
ENSSSAG00000093440	ENSSSAT00000163165,ENSSSAT00000184192,ENSSSAT00000198546,ENSSSAT00000215266,ENSSSAT00000219435,ENSSSAT00000226481,ENSSSAT00000247073,ENSSSAT00000253780	14.65	13.43	51.30	8.54	10.88	8.59	4.20	9.74	4.10	11.80	9.68	8.49
ENSSSAG00000093441	ENSSSAT00000169990	4.21	4.15	3.09	3.63	5.52	2.32	3.82	3.19	5.87	6.57	1.95	5.33
ENSSSAG00000093442	ENSSSAT00000226620	0.14	0.14	0.36	0.35	0.59	0.53	0.42	0.28	0.94	0.31	0.41	0.31
ENSSSAG00000093443	ENSSSAT00000252913	0.29	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093444	ENSSSAT00000162785,ENSSSAT00000183964	0.03	0.02	0.00	0.06	0.14	0.00	0.00	0.05	0.00	0.00	0.04	0.00
ENSSSAG00000093445	ENSSSAT00000223635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093446	ENSSSAT00000172034	0.00	0.00	0.00	0.00	0.00	0.42	0.60	0.32	0.56	0.29	0.43	0.49
ENSSSAG00000093447	ENSSSAT00000188536	46.55	60.93	60.64	35.25	62.54	48.68	84.85	85.22	120.96	72.61	29.05	56.26
ENSSSAG00000093448	ENSSSAT00000061498,ENSSSAT00000061731,ENSSSAT00000061775,ENSSSAT00000062351,ENSSSAT00000117867,ENSSSAT00000117880,ENSSSAT00000117889,ENSSSAT00000117916,ENSSSAT00000117929,ENSSSAT00000160314	6.72	5.72	3.30	4.41	6.73	4.95	5.04	7.19	6.16	7.25	2.78	5.74
ENSSSAG00000093449	ENSSSAT00000183204,ENSSSAT00000215553	1.46	1.21	1.46	1.68	1.55	0.62	0.06	0.18	0.77	0.80	1.82	0.45
ENSSSAG00000093450	ENSSSAT00000200641	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093451	ENSSSAT00000069192,ENSSSAT00000135838,ENSSSAT00000135852,ENSSSAT00000240435	0.33	1.02	0.37	0.41	0.87	0.48	1.15	0.98	1.60	1.20	0.40	1.54
ENSSSAG00000093452	ENSSSAT00000216332	0.00	0.07	0.05	0.14	0.11	0.13	0.05	0.23	0.27	0.07	0.05	0.15
ENSSSAG00000093453	ENSSSAT00000209822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093454	ENSSSAT00000240418	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093455	ENSSSAT00000191896	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093456	ENSSSAT00000224671	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093457	ENSSSAT00000194780	17.59	20.09	9.38	11.09	15.93	11.45	15.97	14.81	13.09	16.74	6.52	13.00
ENSSSAG00000093458	ENSSSAT00000212399	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093459	ENSSSAT00000197234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15
ENSSSAG00000093460	ENSSSAT00000230280	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093461	ENSSSAT00000172224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093462	ENSSSAT00000208362,ENSSSAT00000250150	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.23
ENSSSAG00000093463	ENSSSAT00000210177,ENSSSAT00000211871	0.26	0.16	0.03	0.21	0.07	0.15	0.29	0.03	0.25	0.18	0.02	0.23
ENSSSAG00000093464	ENSSSAT00000192768,ENSSSAT00000226405	0.65	0.33	0.10	0.13	0.19	0.13	0.15	0.24	0.17	0.44	0.10	0.25
ENSSSAG00000093465	ENSSSAT00000202149	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093466	ENSSSAT00000162894,ENSSSAT00000188790	0.53	0.61	0.16	0.27	0.64	0.38	0.67	0.44	0.86	0.86	0.11	0.64
ENSSSAG00000093467	ENSSSAT00000182981,ENSSSAT00000186298,ENSSSAT00000221930,ENSSSAT00000232686,ENSSSAT00000242026	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093468	ENSSSAT00000181610,ENSSSAT00000204079	15.56	18.93	17.94	13.21	23.21	17.78	15.67	19.38	16.67	19.89	11.78	27.13
ENSSSAG00000093469	ENSSSAT00000055525	0.57	0.19	1.02	0.16	0.84	0.18	0.44	0.39	1.10	0.67	0.29	0.00
ENSSSAG00000093470	ENSSSAT00000168592	0.29	0.29	0.00	0.43	0.36	0.44	0.35	0.39	0.26	0.44	0.42	1.23
ENSSSAG00000093471	ENSSSAT00000202966,ENSSSAT00000214409,ENSSSAT00000218592,ENSSSAT00000248380,ENSSSAT00000250347	2.92	2.05	1.11	0.59	2.68	1.85	2.47	2.18	3.78	2.86	1.30	2.62
ENSSSAG00000093472	ENSSSAT00000162052,ENSSSAT00000181020,ENSSSAT00000202060,ENSSSAT00000229546	0.00	0.12	0.00	0.00	0.03	0.00	0.00	0.00	0.15	0.03	0.00	0.26
ENSSSAG00000093473	ENSSSAT00000213387	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093474	ENSSSAT00000170090	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093475	ENSSSAT00000199964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093476	ENSSSAT00000162218	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093477	ENSSSAT00000233629	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093478	ENSSSAT00000180701	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093479	ENSSSAT00000138519,ENSSSAT00000174499,ENSSSAT00000211283,ENSSSAT00000220862	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093480	ENSSSAT00000197556	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093481	ENSSSAT00000084918,ENSSSAT00000176380,ENSSSAT00000232179,ENSSSAT00000232689,ENSSSAT00000242073	1.65	1.97	1.07	0.37	1.83	1.85	0.73	1.43	0.81	1.79	0.99	1.98
ENSSSAG00000093482	ENSSSAT00000079378,ENSSSAT00000079385	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.04	0.00	0.00
ENSSSAG00000093483	ENSSSAT00000156797	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093484	ENSSSAT00000191749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093485	ENSSSAT00000181593	0.03	0.00	0.04	0.01	0.06	0.03	0.04	0.10	0.03	0.12	0.02	0.06
ENSSSAG00000093486	ENSSSAT00000162407,ENSSSAT00000165909,ENSSSAT00000167197,ENSSSAT00000169843,ENSSSAT00000190728,ENSSSAT00000199765,ENSSSAT00000205505,ENSSSAT00000248680,ENSSSAT00000250770,ENSSSAT00000253446	2.99	2.52	1.81	1.52	3.12	2.31	2.45	2.26	3.21	3.15	1.57	2.93
ENSSSAG00000093487	ENSSSAT00000211448	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093488	ENSSSAT00000183429	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093489	ENSSSAT00000175087	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.03	0.00	0.00
ENSSSAG00000093490	ENSSSAT00000202323	15.77	7.91	11.18	10.38	10.09	7.19	9.61	10.33	10.95	10.56	3.68	9.28
ENSSSAG00000093491	ENSSSAT00000189407	0.00	0.06	0.15	0.11	0.28	0.09	0.34	0.00	0.34	0.29	0.00	0.13
ENSSSAG00000093492	ENSSSAT00000193150,ENSSSAT00000222952,ENSSSAT00000241879,ENSSSAT00000246883	0.00	0.08	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093493	ENSSSAT00000167540,ENSSSAT00000188007	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093494	ENSSSAT00000227712	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093495	ENSSSAT00000118017	0.05	0.00	0.00	0.08	0.00	0.09	0.04	0.05	0.00	0.00	0.00	0.00
ENSSSAG00000093496	ENSSSAT00000157734	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093497	ENSSSAT00000219787	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093498	ENSSSAT00000251976	0.06	0.00	0.05	0.05	0.19	0.00	0.18	0.00	0.20	0.39	0.04	0.00
ENSSSAG00000093499	ENSSSAT00000240220	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093500	ENSSSAT00000215117	0.66	0.47	0.39	0.54	1.00	0.48	0.75	0.63	0.26	0.58	0.63	0.94
ENSSSAG00000093501	ENSSSAT00000156888,ENSSSAT00000161440,ENSSSAT00000187893,ENSSSAT00000194315	0.13	0.02	0.10	0.10	0.14	0.12	0.06	0.17	0.02	0.24	0.00	0.08
ENSSSAG00000093502	ENSSSAT00000159931,ENSSSAT00000192159,ENSSSAT00000238127	0.14	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093503	ENSSSAT00000163895	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093504	ENSSSAT00000199723	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.01	0.00
ENSSSAG00000093505	ENSSSAT00000167874,ENSSSAT00000211715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093506	ENSSSAT00000234065	1.20	0.88	0.33	0.30	1.15	0.81	1.03	0.92	0.94	0.66	0.29	0.58
ENSSSAG00000093507	ENSSSAT00000193418	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093508	ENSSSAT00000175871,ENSSSAT00000211527,ENSSSAT00000244779	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.07	0.00	0.00	0.00	0.00
ENSSSAG00000093509	ENSSSAT00000215406	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093510	ENSSSAT00000162056,ENSSSAT00000162707,ENSSSAT00000174772,ENSSSAT00000201092,ENSSSAT00000231756	0.10	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093511	ENSSSAT00000185984,ENSSSAT00000193029	4.75	7.84	5.54	9.29	8.20	7.16	12.03	12.13	12.94	9.66	6.62	13.33
ENSSSAG00000093512	ENSSSAT00000217417,ENSSSAT00000236041	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093513	ENSSSAT00000160411,ENSSSAT00000168909	0.03	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.06
ENSSSAG00000093514	ENSSSAT00000175646	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00
ENSSSAG00000093515	ENSSSAT00000195600	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093516	ENSSSAT00000180050	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093517	ENSSSAT00000240214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093518	ENSSSAT00000103658	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093519	ENSSSAT00000249140	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093520	ENSSSAT00000198369	15.88	2.09	8.90	5.69	14.29	8.06	7.36	9.07	4.96	20.03	6.67	17.79
ENSSSAG00000093521	ENSSSAT00000191465	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093522	ENSSSAT00000190692	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093523	ENSSSAT00000172157	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093524	ENSSSAT00000169353	0.51	0.58	0.31	0.00	0.23	0.55	0.54	0.56	0.08	0.24	0.05	0.32
ENSSSAG00000093525	ENSSSAT00000226726,ENSSSAT00000230673	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00
ENSSSAG00000093526	ENSSSAT00000188221	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093527	ENSSSAT00000203073	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093528	ENSSSAT00000193680	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093529	ENSSSAT00000235048	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093530	ENSSSAT00000183818	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.07	0.29	0.00	0.22
ENSSSAG00000093531	ENSSSAT00000201497,ENSSSAT00000217660,ENSSSAT00000241766	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093532	ENSSSAT00000169254,ENSSSAT00000170964,ENSSSAT00000191151,ENSSSAT00000231148	2.92	3.09	2.20	2.23	2.80	2.89	3.76	3.58	3.60	4.45	1.37	4.95
ENSSSAG00000093533	ENSSSAT00000003225,ENSSSAT00000003412,ENSSSAT00000003460,ENSSSAT00000011299,ENSSSAT00000011357,ENSSSAT00000011381,ENSSSAT00000011539,ENSSSAT00000069334,ENSSSAT00000069536	2.10	1.63	1.33	1.00	2.47	1.43	1.79	1.39	2.10	2.24	1.56	1.86
ENSSSAG00000093534	ENSSSAT00000172339	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093535	ENSSSAT00000173378,ENSSSAT00000184030	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093536	ENSSSAT00000177694	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093537	ENSSSAT00000131583	0.07	1.02	0.00	0.06	0.00	0.51	0.05	0.33	0.23	0.37	0.15	0.15
ENSSSAG00000093538	ENSSSAT00000164364,ENSSSAT00000169377,ENSSSAT00000173778,ENSSSAT00000182743,ENSSSAT00000183725,ENSSSAT00000192410,ENSSSAT00000194897,ENSSSAT00000200242,ENSSSAT00000217737,ENSSSAT00000251157	7.93	5.37	5.39	4.49	6.37	4.99	5.93	6.06	6.68	7.98	3.54	7.33
ENSSSAG00000093539	ENSSSAT00000242883	0.60	0.99	0.00	1.26	1.14	0.88	0.48	0.81	0.67	0.63	0.78	0.58
ENSSSAG00000093540	ENSSSAT00000231342	0.74	0.83	0.56	1.07	1.35	0.59	1.12	1.26	1.07	1.15	0.54	0.78
ENSSSAG00000093541	ENSSSAT00000174381,ENSSSAT00000198114,ENSSSAT00000205360,ENSSSAT00000209576	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093542	ENSSSAT00000065209,ENSSSAT00000108213,ENSSSAT00000108219	5.37	5.51	3.04	3.37	5.39	4.21	5.36	5.47	5.92	5.97	4.05	5.97
ENSSSAG00000093543	ENSSSAT00000229471	0.96	1.46	2.14	3.22	1.59	2.79	2.35	1.30	1.02	1.21	2.39	1.22
ENSSSAG00000093544	ENSSSAT00000201188	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093545	ENSSSAT00000157564	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093546	ENSSSAT00000213842,ENSSSAT00000227907	0.16	0.00	0.00	0.07	0.17	0.15	0.00	0.00	0.00	0.09	0.06	0.00
ENSSSAG00000093547	ENSSSAT00000168330,ENSSSAT00000191063,ENSSSAT00000248043	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093548	ENSSSAT00000207763	0.00	0.00	0.00	0.99	0.00	0.41	0.59	0.00	0.75	0.72	1.46	0.48
ENSSSAG00000093549	ENSSSAT00000254472	0.05	0.00	0.00	0.09	0.06	0.00	0.04	0.00	0.00	0.00	0.04	0.00
ENSSSAG00000093550	ENSSSAT00000247482	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093551	ENSSSAT00000231201,ENSSSAT00000235221	0.72	1.18	0.24	0.00	0.61	0.68	1.73	2.95	1.83	1.59	0.73	1.30
ENSSSAG00000093552	ENSSSAT00000234362	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093553	ENSSSAT00000233911,ENSSSAT00000248546	1.26	1.25	0.81	1.19	2.33	1.97	1.23	1.91	3.57	2.11	1.10	1.54
ENSSSAG00000093554	ENSSSAT00000192754	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093555	ENSSSAT00000215811	0.16	0.44	0.37	0.67	0.79	0.36	0.98	1.05	0.97	1.12	0.66	0.18
ENSSSAG00000093556	ENSSSAT00000225847	1.63	0.00	0.00	0.00	0.00	0.40	0.70	0.95	0.00	0.57	0.00	0.00
ENSSSAG00000093557	ENSSSAT00000235032	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093558	ENSSSAT00000178244	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093559	ENSSSAT00000178991	1.04	1.83	0.00	1.39	2.40	1.26	2.10	2.51	1.25	1.62	0.61	1.19
ENSSSAG00000093560	ENSSSAT00000181918,ENSSSAT00000231009,ENSSSAT00000244112	0.00	0.00	0.08	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093561	ENSSSAT00000217072	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.87
ENSSSAG00000093562	ENSSSAT00000018207,ENSSSAT00000157568,ENSSSAT00000177711,ENSSSAT00000244340	14.92	15.04	13.87	18.37	15.82	16.41	16.61	18.16	18.60	19.97	11.71	15.91
ENSSSAG00000093563	ENSSSAT00000191103	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093564	ENSSSAT00000188450,ENSSSAT00000196218	0.27	0.72	0.15	0.23	1.13	0.60	1.59	1.01	0.83	0.91	0.83	0.88
ENSSSAG00000093565	ENSSSAT00000159805,ENSSSAT00000178137,ENSSSAT00000179794,ENSSSAT00000206006,ENSSSAT00000214660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093566	ENSSSAT00000171879,ENSSSAT00000178038,ENSSSAT00000190019,ENSSSAT00000193034,ENSSSAT00000216283	0.17	0.30	0.04	0.11	0.18	0.05	0.06	0.04	0.00	0.14	0.01	0.10
ENSSSAG00000093567	ENSSSAT00000100024,ENSSSAT00000100645,ENSSSAT00000100850,ENSSSAT00000101078,ENSSSAT00000102036,ENSSSAT00000102720,ENSSSAT00000155509,ENSSSAT00000155525,ENSSSAT00000155539,ENSSSAT00000155550	0.02	0.04	0.00	0.03	2.44	0.00	0.02	0.06	0.03	0.32	0.00	0.02
ENSSSAG00000093568	ENSSSAT00000195498	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093569	ENSSSAT00000215784	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000093570	ENSSSAT00000216776	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
