gene_id	transcript_id(s)	RainbowTrout_RNA_Gonad_Immature_Female_R1	RainbowTrout_RNA_Gonad_Immature_Female_R2	RainbowTrout_RNA_Gonad_Immature_Female_R3	RainbowTrout_RNA_Gonad_Immature_Male_R1	RainbowTrout_RNA_Gonad_Immature_Male_R2	RainbowTrout_RNA_Gonad_Immature_Male_R3	RainbowTrout_RNA_Gonad_Immature_Male_R4	RainbowTrout_RNA_Gonad_Immature_Male_R5	RainbowTrout_RNA_Gonad_Immature_Male_R6	RainbowTrout_RNA_Gonad_Mature_Female_R1	RainbowTrout_RNA_Gonad_Mature_Female_R2	RainbowTrout_RNA_Gonad_Mature_Female_R3	RainbowTrout_RNA_Gonad_Mature_Male_R1	RainbowTrout_RNA_Gonad_Mature_Male_R2	RainbowTrout_RNA_Gonad_Mature_Male_R3	RainbowTrout_RNA_Gonad_Mature_Male_R4	RainbowTrout_RNA_Gonad_Mature_Male_R5	RainbowTrout_RNA_Gonad_Mature_Male_R6
ENSOMYG00000032148	ENSOMYT00000055607,ENSOMYT00000075556,ENSOMYT00000075596	35.32	28.49	40.01	52.47	74.90	66.66	59.43	56.04	58.92	34.81	39.84	38.13	49.34	45.21	53.42	60.88	36.43	59.39
ENSOMYG00000032149	ENSOMYT00000075497,ENSOMYT00000075507	29.09	28.33	15.02	15.80	7.36	12.19	11.48	10.66	9.88	6.79	6.52	8.40	4.43	10.16	9.87	5.60	2.55	5.75
ENSOMYG00000032150	ENSOMYT00000079029,ENSOMYT00000079188,ENSOMYT00000079637,ENSOMYT00000079661,ENSOMYT00000079686,ENSOMYT00000079715,ENSOMYT00000079726,ENSOMYT00000079934	18.26	19.31	18.16	11.55	17.63	16.65	18.06	20.70	17.29	12.72	12.23	12.19	9.16	9.68	9.78	10.61	4.32	7.11
ENSOMYG00000032151	ENSOMYT00000075868,ENSOMYT00000075878,ENSOMYT00000075897	8.80	11.59	8.50	9.93	10.59	9.48	11.94	7.30	8.30	6.22	5.32	4.59	2.81	2.71	2.74	3.20	0.82	1.88
ENSOMYG00000032152	ENSOMYT00000075486	0.06	0.00	0.11	0.28	0.11	0.26	0.42	0.10	0.35	0.29	0.18	0.14	0.28	0.40	0.40	0.10	0.00	0.09
ENSOMYG00000032153	ENSOMYT00000077129,ENSOMYT00000077171,ENSOMYT00000077190,ENSOMYT00000077210,ENSOMYT00000077225,ENSOMYT00000116540,ENSOMYT00000127079,ENSOMYT00000138089,ENSOMYT00000151509,ENSOMYT00000160256	8.30	11.00	8.28	11.22	15.32	14.79	5.01	9.17	9.26	4.64	5.33	6.34	10.96	13.26	10.54	9.70	8.71	10.00
ENSOMYG00000032154	ENSOMYT00000075501	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.46	1.75	0.21	0.49	2.27	0.10
ENSOMYG00000032155	ENSOMYT00000075506,ENSOMYT00000131666	0.18	0.00	0.00	0.60	1.41	0.96	2.21	0.50	0.37	0.09	0.20	0.07	0.17	0.08	0.25	0.00	0.00	0.07
ENSOMYG00000032157	ENSOMYT00000075498	1.72	1.96	2.27	14.68	20.03	16.41	13.22	15.64	12.90	1.84	1.57	2.04	11.37	12.06	11.65	12.17	7.60	10.80
ENSOMYG00000032158	ENSOMYT00000075504	11.40	20.39	15.70	24.56	27.19	25.54	21.65	24.19	24.75	14.67	14.14	12.12	13.51	16.71	13.43	17.22	8.47	15.14
ENSOMYG00000032159	ENSOMYT00000075499	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032160	ENSOMYT00000075535,ENSOMYT00000075754,ENSOMYT00000075763,ENSOMYT00000075764,ENSOMYT00000075768,ENSOMYT00000075773	0.16	0.33	0.04	3.14	5.29	5.99	1.97	2.33	4.67	0.61	0.41	0.82	1.86	3.17	1.24	3.12	2.10	1.18
ENSOMYG00000032161	ENSOMYT00000075509	0.00	0.27	1.33	0.46	0.38	3.55	0.19	0.88	2.08	1.59	1.05	0.71	0.00	0.00	0.00	0.08	0.00	0.00
ENSOMYG00000032162	ENSOMYT00000075505	2.80	2.69	1.98	1.69	8.74	6.37	1.86	1.78	1.57	138.11	86.87	131.48	0.57	0.79	0.58	0.51	1.35	0.91
ENSOMYG00000032164	ENSOMYT00000075519	1.06	1.97	5.17	19.79	18.11	18.59	19.25	23.03	17.96	18.49	23.64	14.35	7.84	6.75	4.89	11.19	5.53	2.15
ENSOMYG00000032165	ENSOMYT00000075516	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032166	ENSOMYT00000075517	0.67	1.55	1.77	0.00	0.00	0.00	0.35	0.84	0.29	0.31	0.00	0.00	0.31	1.20	0.00	0.57	0.28	0.28
ENSOMYG00000032167	ENSOMYT00000075557,ENSOMYT00000075566,ENSOMYT00000147040	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.37	1.50	0.00	0.00	0.00	0.00
ENSOMYG00000032168	ENSOMYT00000022291,ENSOMYT00000075580,ENSOMYT00000075583,ENSOMYT00000075588	40.01	37.00	32.37	29.42	23.40	26.54	20.03	27.18	29.62	45.55	42.46	38.70	26.54	27.88	28.63	21.79	34.80	25.19
ENSOMYG00000032169	ENSOMYT00000075545	0.09	0.00	0.00	0.07	0.13	0.07	0.49	0.01	0.08	0.00	0.01	0.69	0.01	1.85	0.70	0.05	0.00	0.01
ENSOMYG00000032170	ENSOMYT00000075541,ENSOMYT00000157539	39.05	56.48	51.53	9.91	16.02	15.30	14.39	12.19	14.53	31.11	48.39	43.59	46.80	82.02	51.32	37.77	107.10	58.70
ENSOMYG00000032171	ENSOMYT00000075544,ENSOMYT00000075555	0.08	0.26	0.22	2.01	2.68	1.78	3.38	2.02	1.14	1.82	2.04	3.87	0.67	0.42	1.00	0.57	0.17	0.31
ENSOMYG00000032172	ENSOMYT00000075551,ENSOMYT00000075558	103.89	104.71	90.53	94.49	85.03	84.83	110.90	84.72	86.07	101.06	121.04	85.49	93.91	89.68	102.68	122.47	104.93	100.40
ENSOMYG00000032173	ENSOMYT00000075575	42.19	45.06	27.07	3.60	5.99	5.60	2.11	5.53	6.58	6.91	5.84	5.79	8.09	8.75	6.78	6.23	3.70	8.56
ENSOMYG00000032174	ENSOMYT00000075553,ENSOMYT00000075572,ENSOMYT00000132462	9.56	10.27	5.26	3.34	2.26	3.63	2.41	1.63	1.38	2.84	6.18	2.82	0.65	1.12	0.82	0.85	0.42	0.47
ENSOMYG00000032175	ENSOMYT00000075622,ENSOMYT00000144797,ENSOMYT00000157193	0.06	0.09	0.00	0.20	0.50	0.60	0.06	0.17	0.13	0.02	0.14	0.13	0.28	0.11	0.06	0.11	0.33	0.05
ENSOMYG00000032176	ENSOMYT00000075570	0.03	0.06	0.06	0.53	0.46	0.50	0.12	0.56	0.63	0.00	0.02	0.02	0.62	0.87	0.44	0.15	0.51	0.38
ENSOMYG00000032177	ENSOMYT00000075586,ENSOMYT00000075594,ENSOMYT00000075603	0.85	0.57	0.45	3.92	5.90	4.87	1.82	4.79	3.23	0.91	0.50	0.87	3.59	6.18	5.48	3.61	1.80	1.31
ENSOMYG00000032180	ENSOMYT00000064412,ENSOMYT00000075573	1.05	2.19	1.40	0.00	0.23	0.22	2.96	1.09	0.00	1.49	2.04	0.38	0.00	0.96	0.00	0.22	0.00	0.21
ENSOMYG00000032181	ENSOMYT00000075578	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032182	ENSOMYT00000075577,ENSOMYT00000144530	17.86	20.03	20.10	8.96	3.82	7.37	10.44	2.83	2.57	14.48	17.77	8.29	0.90	1.30	2.42	0.83	0.23	1.33
ENSOMYG00000032183	ENSOMYT00000075581	0.00	0.00	0.25	0.52	0.00	0.47	0.00	0.94	0.24	0.27	0.00	0.00	0.00	0.26	0.00	0.24	0.00	0.00
ENSOMYG00000032185	ENSOMYT00000075592	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032186	ENSOMYT00000075589,ENSOMYT00000149818	3.72	3.97	4.64	2.87	3.18	3.09	2.10	1.10	1.14	2.19	2.02	2.39	1.40	1.44	2.35	1.94	0.79	1.44
ENSOMYG00000032187	ENSOMYT00000075598,ENSOMYT00000075604,ENSOMYT00000075609,ENSOMYT00000075619	10.71	7.98	8.12	21.65	19.74	17.26	27.62	14.42	15.12	7.89	8.25	9.67	12.05	17.98	18.29	20.69	24.85	17.17
ENSOMYG00000032188	ENSOMYT00000075595	0.30	0.48	0.65	2.15	3.38	1.88	2.01	1.67	0.89	5.31	6.10	6.03	0.17	0.74	0.36	0.65	0.03	0.23
ENSOMYG00000032189	ENSOMYT00000066022,ENSOMYT00000066345,ENSOMYT00000077607,ENSOMYT00000077842,ENSOMYT00000077849,ENSOMYT00000077872,ENSOMYT00000077907,ENSOMYT00000077938,ENSOMYT00000077944	20.25	21.12	27.96	17.30	21.56	17.27	13.51	17.97	17.97	28.63	24.61	24.60	21.68	24.24	18.33	21.16	16.44	19.71
ENSOMYG00000032191	ENSOMYT00000031030	0.46	0.00	0.61	0.42	0.20	1.15	0.46	0.94	0.39	0.86	0.16	0.00	0.42	0.00	0.21	0.19	0.76	0.00
ENSOMYG00000032192	ENSOMYT00000075601,ENSOMYT00000121776,ENSOMYT00000127557	47.28	49.15	61.58	11.14	12.65	8.54	8.82	8.78	9.70	18.57	13.56	10.84	7.07	7.77	6.96	7.67	6.16	7.87
ENSOMYG00000032193	ENSOMYT00000075699,ENSOMYT00000075729,ENSOMYT00000075785,ENSOMYT00000075978,ENSOMYT00000076038	1.48	5.12	3.43	5.80	5.33	7.66	1.93	5.10	3.74	3.72	2.00	4.88	2.27	2.06	2.70	5.65	2.05	3.41
ENSOMYG00000032194	ENSOMYT00000075608,ENSOMYT00000154682	14.29	18.45	18.98	19.50	18.51	16.94	13.95	17.60	28.79	17.82	19.55	20.83	24.57	20.13	24.23	28.51	26.13	27.84
ENSOMYG00000032195	ENSOMYT00000075607,ENSOMYT00000144869	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00
ENSOMYG00000032196	ENSOMYT00000075611	34.56	27.60	32.85	11.58	11.77	11.87	19.43	12.16	8.36	23.98	27.86	21.54	5.24	3.46	3.63	5.57	1.86	3.75
ENSOMYG00000032197	ENSOMYT00000075612	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032198	ENSOMYT00000075973,ENSOMYT00000076290,ENSOMYT00000076299,ENSOMYT00000076303,ENSOMYT00000076326,ENSOMYT00000076351	13.84	15.01	15.37	30.67	53.81	44.90	20.71	48.38	46.74	7.26	4.08	5.37	56.32	45.61	44.17	75.35	59.46	65.49
ENSOMYG00000032199	ENSOMYT00000075620,ENSOMYT00000075752,ENSOMYT00000075772,ENSOMYT00000075790,ENSOMYT00000126216,ENSOMYT00000127674,ENSOMYT00000140845,ENSOMYT00000141236,ENSOMYT00000161344,ENSOMYT00000164892	28.26	27.61	9.32	4.90	8.17	8.74	18.53	4.93	5.18	6.83	12.17	2.82	1.00	1.58	1.20	0.56	0.37	1.06
ENSOMYG00000032200	ENSOMYT00000075615	29.08	27.08	37.87	32.12	40.09	45.53	28.92	42.89	47.26	31.58	27.77	33.78	32.16	34.59	33.25	49.29	51.03	31.00
ENSOMYG00000032201	ENSOMYT00000075618	29.05	23.23	44.33	29.61	25.44	28.13	17.62	21.83	26.74	32.12	38.83	25.31	15.45	13.44	23.34	20.78	12.90	20.31
ENSOMYG00000032203	ENSOMYT00000066688,ENSOMYT00000066812,ENSOMYT00000066830,ENSOMYT00000075644,ENSOMYT00000075646,ENSOMYT00000075650,ENSOMYT00000075653	37.02	38.21	39.79	19.38	16.31	14.94	3.45	8.66	8.05	6.03	3.52	2.98	12.58	16.77	15.30	18.41	15.97	14.86
ENSOMYG00000032204	ENSOMYT00000075621,ENSOMYT00000075625	44.32	46.83	57.28	12.26	15.24	12.15	12.39	9.27	10.70	48.33	49.47	32.87	8.65	10.65	8.56	8.89	13.11	7.64
ENSOMYG00000032205	ENSOMYT00000075629	0.25	0.23	0.33	1.47	2.04	2.22	2.33	2.69	2.58	0.35	1.52	0.37	4.33	3.22	2.44	4.03	2.47	4.49
ENSOMYG00000032206	ENSOMYT00000075647,ENSOMYT00000075656,ENSOMYT00000075676	0.04	0.15	0.15	5.88	3.15	4.39	1.79	1.86	2.08	0.09	0.00	0.07	1.69	0.91	1.52	1.32	0.53	0.70
ENSOMYG00000032207	ENSOMYT00000076774,ENSOMYT00000077170,ENSOMYT00000077424,ENSOMYT00000077426,ENSOMYT00000077525,ENSOMYT00000077589,ENSOMYT00000077605,ENSOMYT00000077618,ENSOMYT00000077676,ENSOMYT00000077685	1.49	1.89	2.16	5.58	4.74	5.58	1.08	2.42	3.18	0.06	0.24	0.25	1.27	2.18	1.31	1.80	0.74	1.57
ENSOMYG00000032208	ENSOMYT00000075627	52.81	52.41	59.69	14.49	13.75	15.27	8.91	18.79	16.94	36.12	54.30	34.51	17.76	11.00	16.24	27.64	25.53	17.39
ENSOMYG00000032209	ENSOMYT00000075626	0.76	0.24	0.68	14.99	19.35	13.37	10.12	14.28	15.45	0.48	0.18	2.79	6.58	10.42	7.91	10.73	8.69	6.57
ENSOMYG00000032210	ENSOMYT00000075630,ENSOMYT00000075635,ENSOMYT00000153959,ENSOMYT00000157336,ENSOMYT00000167332	3.37	5.41	4.48	8.45	10.73	11.19	13.46	9.77	8.92	6.20	11.51	7.92	4.17	4.08	3.37	5.71	1.09	3.73
ENSOMYG00000032211	ENSOMYT00000075637,ENSOMYT00000075643	23.44	28.40	25.54	15.29	15.04	10.54	7.08	9.84	10.35	16.42	15.76	12.43	13.04	8.84	8.69	12.41	11.72	9.24
ENSOMYG00000032212	ENSOMYT00000075632	0.00	0.00	0.03	0.05	0.33	0.07	0.16	0.03	0.11	0.03	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00
ENSOMYG00000032214	ENSOMYT00000075642,ENSOMYT00000075675	0.22	0.21	2.77	9.84	7.30	7.74	7.90	4.55	4.12	0.21	4.30	0.16	13.56	19.43	14.39	10.49	7.71	6.47
ENSOMYG00000032216	ENSOMYT00000075649	6.39	5.44	5.11	4.91	4.70	6.50	8.80	4.10	5.15	3.27	2.24	4.67	11.24	14.11	9.98	8.55	7.57	8.08
ENSOMYG00000032217	ENSOMYT00000075662	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032218	ENSOMYT00000075657	0.60	0.22	0.11	3.95	5.49	6.24	10.93	5.21	5.49	0.11	0.61	0.80	110.32	97.89	106.93	76.69	178.05	158.74
ENSOMYG00000032219	ENSOMYT00000075665,ENSOMYT00000075684,ENSOMYT00000148261	0.06	0.08	0.00	0.38	0.67	0.78	0.40	0.24	0.12	0.05	0.06	0.14	1.69	2.75	0.86	1.02	3.08	0.64
ENSOMYG00000032221	ENSOMYT00000077538,ENSOMYT00000077544,ENSOMYT00000077549,ENSOMYT00000077650,ENSOMYT00000077696,ENSOMYT00000077801,ENSOMYT00000077804,ENSOMYT00000077823,ENSOMYT00000077829	30.19	38.73	29.68	17.24	24.07	20.03	21.48	21.64	19.98	22.65	25.02	24.90	23.92	26.97	21.27	22.21	20.70	21.87
ENSOMYG00000032222	ENSOMYT00000075683,ENSOMYT00000075753,ENSOMYT00000167307	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.14	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032223	ENSOMYT00000075667	50.38	42.51	32.63	15.10	10.44	11.18	17.25	9.29	9.87	24.47	25.79	17.12	9.38	9.62	9.22	9.17	11.24	11.03
ENSOMYG00000032224	ENSOMYT00000082192,ENSOMYT00000082574,ENSOMYT00000082959,ENSOMYT00000083101,ENSOMYT00000083444,ENSOMYT00000083556,ENSOMYT00000083572,ENSOMYT00000083607,ENSOMYT00000083691,ENSOMYT00000083900	0.52	0.48	0.51	29.45	25.01	29.20	29.28	23.39	23.27	8.38	6.33	13.05	10.01	6.98	7.83	7.60	6.02	8.21
ENSOMYG00000032225	ENSOMYT00000087336,ENSOMYT00000088969,ENSOMYT00000088982,ENSOMYT00000088996,ENSOMYT00000089002,ENSOMYT00000089032,ENSOMYT00000089034,ENSOMYT00000089039,ENSOMYT00000089234,ENSOMYT00000089239	3.68	5.20	1.66	50.87	53.75	59.27	71.01	62.06	44.48	10.35	8.84	14.56	31.19	31.71	24.81	32.34	13.30	22.16
ENSOMYG00000032226	ENSOMYT00000075682	23.84	26.92	20.85	13.16	18.62	22.14	17.28	15.42	20.80	11.71	13.93	14.65	279.16	316.44	168.31	113.39	281.98	182.90
ENSOMYG00000032228	ENSOMYT00000075678	0.00	0.71	0.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032229	ENSOMYT00000076003,ENSOMYT00000076114,ENSOMYT00000076138,ENSOMYT00000102294,ENSOMYT00000125058	0.00	0.00	0.00	0.06	0.05	0.05	0.24	0.10	0.05	0.63	0.09	0.58	0.17	0.12	0.13	0.10	0.05	0.05
ENSOMYG00000032230	ENSOMYT00000003297,ENSOMYT00000075686,ENSOMYT00000075691,ENSOMYT00000075698,ENSOMYT00000075703	256.71	212.98	178.42	62.44	66.95	62.06	59.55	30.73	32.86	133.71	136.95	132.01	21.02	31.17	25.82	18.75	12.78	19.27
ENSOMYG00000032231	ENSOMYT00000076778,ENSOMYT00000076944,ENSOMYT00000076954	0.07	0.12	0.20	0.05	0.24	0.03	0.36	0.07	0.01	0.00	0.11	0.05	0.00	0.00	0.03	0.03	0.04	0.04
ENSOMYG00000032232	ENSOMYT00000075689	0.20	0.19	0.09	0.09	0.19	0.34	0.40	0.24	0.50	0.48	0.00	0.30	0.00	0.00	0.00	0.08	0.00	0.00
ENSOMYG00000032234	ENSOMYT00000075702	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032236	ENSOMYT00000075705	3.26	3.37	2.36	6.56	5.15	4.78	7.95	6.21	4.47	6.12	4.42	6.62	3.01	1.96	1.98	2.83	1.77	2.54
ENSOMYG00000032237	ENSOMYT00000075348,ENSOMYT00000077404,ENSOMYT00000077466,ENSOMYT00000077502,ENSOMYT00000077520,ENSOMYT00000077523,ENSOMYT00000077553,ENSOMYT00000077643	50.19	51.16	55.91	17.99	15.98	14.07	11.73	15.62	14.11	44.50	42.84	35.15	13.65	11.69	13.44	12.87	6.67	10.15
ENSOMYG00000032238	ENSOMYT00000079399,ENSOMYT00000079436,ENSOMYT00000079447,ENSOMYT00000079475,ENSOMYT00000079515,ENSOMYT00000079531,ENSOMYT00000079556,ENSOMYT00000079571	0.19	0.47	0.17	3.41	2.94	2.82	4.82	2.43	2.27	0.71	0.46	0.70	0.44	1.05	0.80	0.64	0.31	0.41
ENSOMYG00000032239	ENSOMYT00000075707	0.00	0.00	0.07	0.14	0.15	0.14	0.31	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032240	ENSOMYT00000075709	1.97	1.82	1.91	3.60	4.17	2.89	3.55	1.42	1.68	1.76	1.39	1.72	2.48	0.62	1.49	1.15	0.66	0.36
ENSOMYG00000032242	ENSOMYT00000075721	100.24	107.97	128.21	20.54	24.51	19.20	26.01	17.63	26.06	133.69	151.71	110.84	40.93	48.22	37.31	34.79	39.98	29.76
ENSOMYG00000032243	ENSOMYT00000075725	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032244	ENSOMYT00000012788,ENSOMYT00000075726,ENSOMYT00000075727,ENSOMYT00000116665,ENSOMYT00000127059	0.00	0.00	0.00	0.13	0.09	0.03	0.21	0.09	0.09	0.00	0.05	0.12	0.00	0.00	0.00	0.00	0.04	0.00
ENSOMYG00000032245	ENSOMYT00000075744,ENSOMYT00000075748,ENSOMYT00000075758,ENSOMYT00000121908	51.47	43.16	39.53	7.67	7.67	7.86	5.27	6.40	7.30	60.37	4.06	46.89	3.17	3.27	5.50	1.84	1.47	0.50
ENSOMYG00000032247	ENSOMYT00000075739,ENSOMYT00000129011	0.11	0.05	0.05	0.10	0.05	0.00	0.00	0.18	0.27	0.00	0.00	0.00	0.30	0.36	0.05	0.18	0.18	0.17
ENSOMYG00000032249	ENSOMYT00000085947,ENSOMYT00000085978,ENSOMYT00000086010,ENSOMYT00000086314,ENSOMYT00000086643,ENSOMYT00000126934,ENSOMYT00000160997	0.52	1.09	0.49	7.38	5.73	4.81	3.26	1.20	1.54	0.98	0.34	1.10	1.19	1.61	0.21	0.63	0.47	0.65
ENSOMYG00000032250	ENSOMYT00000075774,ENSOMYT00000075792,ENSOMYT00000075805,ENSOMYT00000075816,ENSOMYT00000075821,ENSOMYT00000075822	0.29	0.47	0.59	9.31	12.71	8.59	11.84	7.22	5.00	1.73	1.45	3.46	2.55	3.06	2.65	3.29	1.24	1.90
ENSOMYG00000032251	ENSOMYT00000075778	0.16	0.00	0.00	0.05	0.20	0.05	0.05	0.26	0.04	0.10	0.00	0.00	0.00	0.00	0.00	0.09	0.05	0.21
ENSOMYG00000032252	ENSOMYT00000075866,ENSOMYT00000075926,ENSOMYT00000075980,ENSOMYT00000076034,ENSOMYT00000076052,ENSOMYT00000076204,ENSOMYT00000076256,ENSOMYT00000076270	49.38	33.52	35.59	20.52	17.36	17.02	12.97	13.38	16.56	26.35	29.03	16.68	10.35	12.16	9.84	11.36	8.10	10.48
ENSOMYG00000032253	ENSOMYT00000075755	62.60	70.85	55.56	38.72	39.02	40.74	25.92	42.24	41.89	58.02	62.57	56.33	38.76	37.25	45.79	56.30	49.77	51.89
ENSOMYG00000032254	ENSOMYT00000075760	23.52	28.25	32.04	18.66	24.42	21.29	21.85	24.76	27.40	36.63	37.79	19.91	22.36	21.05	17.27	26.09	24.71	26.54
ENSOMYG00000032256	ENSOMYT00000077154,ENSOMYT00000077167,ENSOMYT00000077178,ENSOMYT00000077195,ENSOMYT00000077238,ENSOMYT00000077321	4.15	3.67	2.36	4.61	6.34	5.44	3.06	3.76	4.10	1.66	2.19	1.98	6.78	6.13	8.19	7.39	3.85	7.75
ENSOMYG00000032259	ENSOMYT00000075769	14.21	13.29	24.17	4.13	2.98	3.67	2.13	2.36	2.91	22.26	24.67	11.11	2.96	2.57	2.27	2.29	1.81	1.60
ENSOMYG00000032260	ENSOMYT00000075776,ENSOMYT00000075779	203.66	220.81	211.06	14.26	10.71	10.54	11.66	12.26	12.70	152.73	138.35	119.85	5.85	5.77	5.62	8.21	4.19	5.29
ENSOMYG00000032261	ENSOMYT00000075781	47.41	28.89	39.58	28.66	39.09	33.17	27.94	48.83	50.61	33.64	32.31	53.96	125.29	97.90	144.56	98.25	114.29	82.18
ENSOMYG00000032262	ENSOMYT00000075969,ENSOMYT00000076564,ENSOMYT00000076585,ENSOMYT00000076594,ENSOMYT00000076597,ENSOMYT00000076607,ENSOMYT00000076638,ENSOMYT00000076649,ENSOMYT00000076662,ENSOMYT00000076684	23.82	29.90	36.56	11.12	12.57	9.90	8.53	8.13	9.74	19.03	17.78	18.57	11.85	18.26	13.54	8.21	12.96	9.56
ENSOMYG00000032263	ENSOMYT00000077277,ENSOMYT00000077314,ENSOMYT00000077335,ENSOMYT00000077340,ENSOMYT00000164243	26.61	27.96	21.32	13.00	11.42	14.37	9.81	11.11	8.94	8.03	7.25	8.42	11.78	10.80	11.70	11.36	7.85	8.73
ENSOMYG00000032265	ENSOMYT00000075827,ENSOMYT00000075833,ENSOMYT00000075849	8.89	9.56	5.65	5.09	7.08	8.33	3.59	4.71	4.70	1.74	2.03	1.68	6.31	6.09	6.67	5.56	4.26	5.81
ENSOMYG00000032266	ENSOMYT00000075921,ENSOMYT00000076062,ENSOMYT00000076104,ENSOMYT00000076123,ENSOMYT00000076151	99.39	90.37	74.19	49.49	51.41	54.62	33.76	47.20	45.00	57.35	68.91	63.45	84.85	111.47	87.27	79.06	116.15	92.93
ENSOMYG00000032267	ENSOMYT00000075804,ENSOMYT00000075808	49.78	22.52	49.43	38.50	65.55	52.78	30.55	52.64	57.00	27.09	20.07	32.60	18.60	33.36	29.87	41.90	24.23	40.17
ENSOMYG00000032268	ENSOMYT00000075789	0.04	0.10	0.27	1.57	1.41	1.49	1.17	0.92	1.47	0.22	0.25	0.06	15.46	48.04	28.89	17.10	62.22	41.68
ENSOMYG00000032269	ENSOMYT00000076201,ENSOMYT00000076251,ENSOMYT00000076265,ENSOMYT00000076279,ENSOMYT00000076291,ENSOMYT00000076314,ENSOMYT00000076324,ENSOMYT00000076332,ENSOMYT00000076338	64.50	63.55	72.70	42.05	47.52	43.10	41.99	43.35	47.61	68.71	63.78	51.71	48.65	57.15	41.33	39.09	35.12	34.37
ENSOMYG00000032271	ENSOMYT00000075811,ENSOMYT00000075825,ENSOMYT00000075847,ENSOMYT00000075865,ENSOMYT00000075919,ENSOMYT00000075953,ENSOMYT00000076030,ENSOMYT00000076152	0.59	1.19	0.87	2.57	2.72	2.61	1.28	2.90	2.79	0.80	0.60	0.48	9.65	8.75	11.01	4.16	3.48	4.65
ENSOMYG00000032273	ENSOMYT00000075857,ENSOMYT00000075933,ENSOMYT00000076048,ENSOMYT00000076294,ENSOMYT00000076306,ENSOMYT00000076323,ENSOMYT00000076379	38.14	38.71	29.79	18.87	15.74	16.34	12.82	16.21	16.24	25.34	22.03	23.51	13.30	12.13	9.93	10.90	6.54	9.03
ENSOMYG00000032274	ENSOMYT00000083891,ENSOMYT00000084238,ENSOMYT00000084257,ENSOMYT00000084313,ENSOMYT00000084321,ENSOMYT00000084542,ENSOMYT00000084555,ENSOMYT00000084600,ENSOMYT00000084929,ENSOMYT00000085250	11.29	15.24	14.10	13.37	10.63	14.17	12.16	14.06	16.37	12.24	7.06	9.23	17.17	16.39	13.67	13.90	10.65	14.95
ENSOMYG00000032275	ENSOMYT00000075815	26.09	33.06	42.75	7.62	19.90	17.16	20.37	21.85	18.95	54.39	55.42	22.44	16.26	42.77	29.33	20.40	13.84	16.57
ENSOMYG00000032276	ENSOMYT00000075813	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000032277	ENSOMYT00000075956,ENSOMYT00000075976,ENSOMYT00000075988,ENSOMYT00000076015,ENSOMYT00000076022,ENSOMYT00000076067	79.06	74.34	64.86	29.07	25.05	20.68	16.85	18.87	22.83	41.66	41.94	46.42	44.67	39.92	52.97	30.28	25.26	25.90
ENSOMYG00000032279	ENSOMYT00000075831,ENSOMYT00000075838	0.12	0.45	0.07	17.02	5.67	13.04	3.00	7.45	9.96	4.04	1.14	3.74	6.42	1.03	3.92	2.67	4.23	4.16
ENSOMYG00000032280	ENSOMYT00000075832,ENSOMYT00000075835	12.91	9.57	5.92	7.33	6.80	5.57	5.14	5.25	6.38	6.71	6.74	8.82	7.36	8.79	7.83	8.64	7.28	7.32
