gene_id	transcript_id(s)	RainbowTrout_RNA_Brain_Immature_Female_R1	RainbowTrout_RNA_Brain_Immature_Female_R2	RainbowTrout_RNA_Brain_Immature_Female_R3	RainbowTrout_RNA_Brain_Immature_Male_R1	RainbowTrout_RNA_Brain_Immature_Male_R2	RainbowTrout_RNA_Brain_Immature_Male_R3	RainbowTrout_RNA_Brain_Mature_Female_R1	RainbowTrout_RNA_Brain_Mature_Female_R2	RainbowTrout_RNA_Brain_Mature_Female_R3	RainbowTrout_RNA_Brain_Mature_Male_R1	RainbowTrout_RNA_Brain_Mature_Male_R2	RainbowTrout_RNA_Brain_Mature_Male_R3
ENSOMYG00000042051	ENSOMYT00000099698,ENSOMYT00000099736,ENSOMYT00000099741	25.19	24.90	21.70	22.39	18.99	17.18	11.16	16.14	17.44	16.88	18.69	18.50
ENSOMYG00000042052	ENSOMYT00000099591	3.25	3.64	2.84	1.87	3.61	2.30	5.19	3.24	3.83	15.26	9.70	6.66
ENSOMYG00000042053	ENSOMYT00000099796,ENSOMYT00000099824	30.84	31.01	28.48	34.33	33.50	33.15	30.83	29.97	25.49	31.74	37.27	25.24
ENSOMYG00000042054	ENSOMYT00000099600,ENSOMYT00000099612	9.37	7.61	8.58	7.49	10.39	7.18	5.97	6.84	7.42	8.04	9.05	4.32
ENSOMYG00000042055	ENSOMYT00000099603	13.77	14.00	11.51	15.00	13.48	13.65	8.82	10.26	8.94	13.09	14.98	12.57
ENSOMYG00000042056	ENSOMYT00000099636,ENSOMYT00000099647	2.67	3.17	1.77	3.01	3.00	3.42	1.35	2.54	1.98	0.95	0.75	1.69
ENSOMYG00000042057	ENSOMYT00000099605,ENSOMYT00000099613,ENSOMYT00000099670	37.17	49.76	31.76	35.81	35.32	36.29	30.27	34.85	32.92	38.98	35.67	29.14
ENSOMYG00000042058	ENSOMYT00000099615,ENSOMYT00000124081	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042059	ENSOMYT00000100593,ENSOMYT00000100604,ENSOMYT00000100617,ENSOMYT00000100624,ENSOMYT00000100633,ENSOMYT00000100644,ENSOMYT00000100649,ENSOMYT00000100653,ENSOMYT00000100670,ENSOMYT00000150127	22.72	23.76	23.20	18.06	19.62	20.28	14.55	16.09	15.25	15.05	12.16	16.66
ENSOMYG00000042061	ENSOMYT00000099616,ENSOMYT00000099623	1.58	7.30	3.91	3.14	4.20	4.44	5.52	10.85	6.24	7.07	6.06	1.12
ENSOMYG00000042063	ENSOMYT00000099628,ENSOMYT00000136298	4.40	5.70	5.53	6.71	6.78	6.21	4.72	4.28	4.17	3.79	2.95	7.93
ENSOMYG00000042065	ENSOMYT00000099640,ENSOMYT00000149368	0.00	0.23	0.34	0.00	0.30	0.52	0.49	0.40	0.19	0.68	0.66	0.28
ENSOMYG00000042066	ENSOMYT00000099665	9.72	10.66	9.20	8.05	8.59	7.30	5.82	5.71	6.29	7.42	7.01	6.72
ENSOMYG00000042067	ENSOMYT00000099644,ENSOMYT00000099654	11.33	13.73	13.50	13.94	12.55	12.51	14.96	12.16	13.33	15.41	15.40	12.13
ENSOMYG00000042068	ENSOMYT00000099641	51.09	48.89	32.47	33.09	31.85	40.97	37.03	42.48	32.33	39.58	52.53	31.69
ENSOMYG00000042069	ENSOMYT00000099649	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042070	ENSOMYT00000099664	2.36	3.57	1.94	3.29	2.05	2.59	3.04	5.27	1.68	1.61	2.92	3.76
ENSOMYG00000042071	ENSOMYT00000099648	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042072	ENSOMYT00000099730,ENSOMYT00000099757,ENSOMYT00000099793,ENSOMYT00000099806	0.00	0.12	0.02	0.00	0.30	0.00	0.02	0.00	0.08	0.00	0.00	0.00
ENSOMYG00000042073	ENSOMYT00000099651	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042074	ENSOMYT00000099658	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042075	ENSOMYT00000099671	32.16	28.38	36.37	32.59	35.14	33.22	28.79	26.81	27.84	34.40	31.79	26.33
ENSOMYG00000042076	ENSOMYT00000099679	14.01	7.21	9.59	7.01	9.70	8.61	11.02	7.00	5.91	9.96	12.41	6.68
ENSOMYG00000042078	ENSOMYT00000099668,ENSOMYT00000099676	40.75	45.44	41.45	22.17	33.43	39.62	5.43	13.48	20.19	9.24	8.04	35.23
ENSOMYG00000042079	ENSOMYT00000099683	0.51	0.51	0.25	0.16	1.14	2.23	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042080	ENSOMYT00000099669,ENSOMYT00000124297	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042081	ENSOMYT00000099690	0.33	0.33	0.24	0.20	0.08	0.08	1.36	0.92	1.31	0.40	0.70	0.84
ENSOMYG00000042082	ENSOMYT00000099708,ENSOMYT00000099735,ENSOMYT00000099748,ENSOMYT00000165651	14.01	11.28	11.29	10.29	11.29	9.91	9.21	7.11	8.27	7.99	13.87	7.37
ENSOMYG00000042083	ENSOMYT00000009125,ENSOMYT00000100975,ENSOMYT00000100985,ENSOMYT00000100999,ENSOMYT00000101089,ENSOMYT00000101121,ENSOMYT00000101132,ENSOMYT00000101154,ENSOMYT00000101184,ENSOMYT00000128316	35.75	35.40	30.41	40.44	37.52	29.24	16.46	21.36	22.00	12.08	12.33	27.70
ENSOMYG00000042084	ENSOMYT00000099712,ENSOMYT00000099715,ENSOMYT00000099729,ENSOMYT00000110553	3.20	5.83	4.41	5.38	6.62	5.50	3.30	4.36	4.44	2.96	2.33	2.79
ENSOMYG00000042085	ENSOMYT00000099682	2.31	3.02	4.21	3.71	4.01	2.82	7.75	3.62	4.93	5.23	4.64	6.37
ENSOMYG00000042087	ENSOMYT00000099685	6.62	4.94	3.04	4.24	2.45	4.16	4.48	6.86	5.09	4.71	3.30	4.89
ENSOMYG00000042088	ENSOMYT00000099751,ENSOMYT00000099770,ENSOMYT00000160194	0.37	0.66	0.64	0.79	0.22	0.67	0.11	0.06	0.27	1.07	0.68	0.34
ENSOMYG00000042089	ENSOMYT00000099711,ENSOMYT00000099721	17.74	14.95	16.61	13.56	9.93	10.91	12.66	12.14	13.52	11.12	15.19	15.33
ENSOMYG00000042091	ENSOMYT00000099706	4.43	5.99	5.28	5.39	6.13	3.36	4.56	2.75	4.16	5.58	6.12	5.52
ENSOMYG00000042092	ENSOMYT00000099701	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042093	ENSOMYT00000099859,ENSOMYT00000099876,ENSOMYT00000099893,ENSOMYT00000099897,ENSOMYT00000099909,ENSOMYT00000099923,ENSOMYT00000099926,ENSOMYT00000099934	37.04	41.74	33.52	38.30	33.68	34.28	19.28	24.40	22.44	24.37	25.60	25.61
ENSOMYG00000042095	ENSOMYT00000101490,ENSOMYT00000103022,ENSOMYT00000103028,ENSOMYT00000103038,ENSOMYT00000103085,ENSOMYT00000103147,ENSOMYT00000103171,ENSOMYT00000103178,ENSOMYT00000103219	12.13	11.60	14.42	11.66	12.69	10.58	13.77	12.78	14.20	13.12	12.56	12.96
ENSOMYG00000042096	ENSOMYT00000099728,ENSOMYT00000120089,ENSOMYT00000138264,ENSOMYT00000152547,ENSOMYT00000156743,ENSOMYT00000160110,ENSOMYT00000161125,ENSOMYT00000163090	7.34	8.69	10.34	13.42	11.19	11.64	19.20	21.95	14.96	14.61	11.83	14.65
ENSOMYG00000042098	ENSOMYT00000099769,ENSOMYT00000099798,ENSOMYT00000099803,ENSOMYT00000099809,ENSOMYT00000099826	17.41	17.89	17.31	21.50	15.44	25.55	16.88	14.25	27.36	16.80	22.46	23.95
ENSOMYG00000042099	ENSOMYT00000099758,ENSOMYT00000160824,ENSOMYT00000167092	11.89	12.02	12.42	13.11	9.88	10.60	11.99	15.08	12.85	14.21	12.48	12.49
ENSOMYG00000042103	ENSOMYT00000099761	3.75	3.74	4.17	3.66	3.90	4.55	4.39	5.99	3.99	4.45	3.43	4.98
ENSOMYG00000042104	ENSOMYT00000099753,ENSOMYT00000099759,ENSOMYT00000156671,ENSOMYT00000158659	16.73	17.73	20.10	15.90	17.94	18.30	13.50	14.45	15.33	15.45	15.10	15.14
ENSOMYG00000042105	ENSOMYT00000099899,ENSOMYT00000099919,ENSOMYT00000099929,ENSOMYT00000099936,ENSOMYT00000099938,ENSOMYT00000099944,ENSOMYT00000117083	21.15	25.61	16.85	17.20	17.03	22.92	19.08	16.24	23.57	18.62	19.97	18.73
ENSOMYG00000042106	ENSOMYT00000099747,ENSOMYT00000099752	0.56	0.20	0.61	0.00	0.92	0.29	0.11	0.05	0.04	0.24	0.00	0.06
ENSOMYG00000042107	ENSOMYT00000099785,ENSOMYT00000099812	8.20	9.72	8.31	10.34	10.58	11.77	7.44	9.30	5.92	11.69	10.82	11.83
ENSOMYG00000042108	ENSOMYT00000099762	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.06	0.00
ENSOMYG00000042109	ENSOMYT00000099766,ENSOMYT00000099782,ENSOMYT00000099786,ENSOMYT00000099801,ENSOMYT00000099810	31.20	29.50	28.59	31.35	28.63	33.28	27.70	32.76	32.62	39.41	34.93	29.88
ENSOMYG00000042110	ENSOMYT00000099771,ENSOMYT00000099792,ENSOMYT00000099808	9.81	7.49	10.17	7.12	9.42	7.17	7.63	8.92	8.51	7.88	10.08	7.92
ENSOMYG00000042111	ENSOMYT00000099778	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042113	ENSOMYT00000099780	0.21	0.00	0.00	0.26	0.10	0.19	0.50	0.08	0.33	2.16	0.70	0.49
ENSOMYG00000042114	ENSOMYT00000100607,ENSOMYT00000100622,ENSOMYT00000100711,ENSOMYT00000100742	0.29	0.16	0.69	0.59	0.12	0.63	1.25	0.78	0.37	0.56	0.49	1.49
ENSOMYG00000042116	ENSOMYT00000099790	30.67	23.35	27.89	43.27	37.78	32.35	26.23	34.20	28.69	26.00	46.12	27.55
ENSOMYG00000042117	ENSOMYT00000099787	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042122	ENSOMYT00000099811,ENSOMYT00000099820	2.47	6.63	7.97	3.74	3.30	5.64	5.92	6.94	10.46	6.27	4.49	8.91
ENSOMYG00000042123	ENSOMYT00000099816,ENSOMYT00000099836,ENSOMYT00000099842	3.30	4.28	2.57	3.85	5.08	4.93	2.86	3.23	4.10	2.54	2.63	4.35
ENSOMYG00000042124	ENSOMYT00000099802	0.54	0.00	0.00	0.08	0.00	0.06	0.07	0.00	0.08	0.00	0.00	0.00
ENSOMYG00000042125	ENSOMYT00000099873,ENSOMYT00000099877,ENSOMYT00000099883	11.76	14.21	8.20	10.52	10.41	10.82	3.13	6.47	7.65	1.68	0.68	8.91
ENSOMYG00000042126	ENSOMYT00000100503,ENSOMYT00000100515,ENSOMYT00000100540,ENSOMYT00000100554,ENSOMYT00000100560,ENSOMYT00000100611,ENSOMYT00000100632,ENSOMYT00000100645	1.21	1.48	2.13	1.32	1.97	2.03	1.02	1.10	1.36	1.65	1.53	2.08
ENSOMYG00000042128	ENSOMYT00000099837	11.20	10.93	7.82	10.15	11.71	13.26	9.02	12.14	8.53	12.08	11.88	8.10
ENSOMYG00000042129	ENSOMYT00000099813,ENSOMYT00000099821	4.24	9.68	10.31	13.49	13.71	13.53	9.16	9.54	7.78	6.99	9.80	9.17
ENSOMYG00000042131	ENSOMYT00000099817	16.40	17.72	15.38	15.41	21.55	29.71	13.58	3.70	22.49	23.82	21.30	12.65
ENSOMYG00000042133	ENSOMYT00000099865,ENSOMYT00000099874	5.83	8.93	6.25	5.45	7.48	6.17	2.40	6.27	4.26	1.80	1.39	8.30
ENSOMYG00000042134	ENSOMYT00000099832,ENSOMYT00000099850,ENSOMYT00000099852	0.38	1.87	0.56	0.69	0.75	0.76	0.08	0.97	0.35	0.39	0.00	0.95
ENSOMYG00000042137	ENSOMYT00000099838	0.00	0.00	0.00	0.00	0.00	0.07	0.11	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042138	ENSOMYT00000101129,ENSOMYT00000101442,ENSOMYT00000101500	7.99	7.24	5.00	7.41	6.38	5.40	0.97	1.46	1.08	1.58	0.91	6.19
ENSOMYG00000042141	ENSOMYT00000099853,ENSOMYT00000099858	6.17	5.97	5.23	4.38	5.28	4.59	2.55	4.98	3.43	3.16	1.59	4.64
ENSOMYG00000042142	ENSOMYT00000099849,ENSOMYT00000111514,ENSOMYT00000119528,ENSOMYT00000127233,ENSOMYT00000136263,ENSOMYT00000136339,ENSOMYT00000136854,ENSOMYT00000144825,ENSOMYT00000164154	14.04	11.65	9.43	15.08	9.78	7.91	1.56	1.99	1.84	0.58	1.04	14.55
ENSOMYG00000042143	ENSOMYT00000099855,ENSOMYT00000099867	0.28	0.00	0.00	0.00	0.00	0.00	0.58	0.23	0.34	0.18	0.00	0.42
ENSOMYG00000042145	ENSOMYT00000099870	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042146	ENSOMYT00000099948,ENSOMYT00000099958,ENSOMYT00000099981,ENSOMYT00000100006,ENSOMYT00000100032,ENSOMYT00000100039,ENSOMYT00000100075,ENSOMYT00000100082,ENSOMYT00000100091,ENSOMYT00000163566	29.43	33.46	29.13	30.42	33.66	32.87	35.68	41.57	37.66	38.58	42.09	33.82
ENSOMYG00000042147	ENSOMYT00000099869	0.62	0.46	0.30	0.56	0.00	0.85	0.24	0.25	0.29	0.63	0.00	0.72
ENSOMYG00000042148	ENSOMYT00000100207,ENSOMYT00000100247,ENSOMYT00000100359,ENSOMYT00000100391,ENSOMYT00000100398,ENSOMYT00000100412,ENSOMYT00000100414,ENSOMYT00000100421,ENSOMYT00000100555,ENSOMYT00000100561	32.93	33.72	37.80	32.58	31.69	32.10	35.47	34.87	33.69	33.09	46.64	28.33
ENSOMYG00000042149	ENSOMYT00000135782	38.33	42.33	45.00	37.47	48.53	41.96	33.53	41.33	40.23	50.36	47.86	34.74
ENSOMYG00000042151	ENSOMYT00000100029	0.17	0.67	0.00	0.20	0.66	0.15	0.27	3.22	1.97	0.00	0.32	0.00
ENSOMYG00000042152	ENSOMYT00000099910	205.05	211.41	233.16	191.17	197.35	225.84	229.50	233.50	208.77	259.59	238.10	213.33
ENSOMYG00000042153	ENSOMYT00000099917,ENSOMYT00000099931,ENSOMYT00000099939	0.22	0.07	0.00	0.44	0.26	0.20	0.11	0.29	0.33	0.65	0.00	0.20
ENSOMYG00000042155	ENSOMYT00000099915	2.92	2.63	1.84	2.52	1.59	3.88	3.08	3.65	2.39	2.23	2.86	3.32
ENSOMYG00000042156	ENSOMYT00000099890,ENSOMYT00000099904	9.46	11.85	8.95	12.96	13.01	9.23	9.32	10.45	7.26	7.98	6.02	5.89
ENSOMYG00000042157	ENSOMYT00000099911	11.88	15.91	8.83	11.40	10.00	11.78	7.29	15.37	8.15	1.67	1.05	10.71
ENSOMYG00000042158	ENSOMYT00000099894,ENSOMYT00000099905	2.05	2.49	0.00	2.07	2.90	1.16	1.01	3.02	0.80	3.32	0.41	1.20
ENSOMYG00000042161	ENSOMYT00000099921	2.93	5.71	2.49	2.90	4.87	3.42	1.90	2.13	2.39	1.30	0.88	2.48
ENSOMYG00000042162	ENSOMYT00000099943	0.00	0.16	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.45	0.00
ENSOMYG00000042164	ENSOMYT00000099947,ENSOMYT00000099955,ENSOMYT00000148360	0.48	0.84	0.29	0.79	0.18	0.33	0.05	0.38	0.29	0.15	0.00	0.50
ENSOMYG00000042165	ENSOMYT00000099928	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042166	ENSOMYT00000031473,ENSOMYT00000099954	6.11	9.53	3.85	6.01	13.35	8.50	1.96	3.52	8.96	1.92	3.33	7.42
ENSOMYG00000042167	ENSOMYT00000099940	12.07	13.18	12.87	16.92	14.85	19.19	12.68	13.36	16.81	13.35	10.30	8.84
ENSOMYG00000042168	ENSOMYT00000099935	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042169	ENSOMYT00000099933	0.50	0.37	0.18	0.52	0.25	0.62	0.63	0.35	0.15	0.30	0.17	0.40
ENSOMYG00000042170	ENSOMYT00000099983,ENSOMYT00000099995,ENSOMYT00000099999,ENSOMYT00000100002	27.57	24.36	31.51	23.78	26.56	21.04	13.97	15.76	18.27	24.86	31.07	16.70
ENSOMYG00000042171	ENSOMYT00000103768,ENSOMYT00000103778,ENSOMYT00000103786,ENSOMYT00000103793,ENSOMYT00000103802,ENSOMYT00000103811,ENSOMYT00000103815,ENSOMYT00000103865,ENSOMYT00000103882,ENSOMYT00000103885	5.49	5.96	5.62	7.68	5.33	4.50	2.43	3.68	4.34	5.30	1.05	2.78
ENSOMYG00000042172	ENSOMYT00000100137,ENSOMYT00000100147,ENSOMYT00000100153,ENSOMYT00000100164	42.33	43.11	33.36	32.32	34.91	54.33	28.46	34.62	43.09	28.83	39.85	29.90
ENSOMYG00000042173	ENSOMYT00000100444,ENSOMYT00000100464,ENSOMYT00000100479,ENSOMYT00000100483,ENSOMYT00000100494,ENSOMYT00000123302,ENSOMYT00000138481	10.60	8.65	7.60	8.98	9.62	9.23	8.70	7.95	9.09	8.36	10.14	8.07
ENSOMYG00000042174	ENSOMYT00000078232,ENSOMYT00000099956,ENSOMYT00000158836	4.34	5.23	7.62	3.95	3.18	6.47	2.11	1.58	1.65	0.94	2.82	3.59
ENSOMYG00000042176	ENSOMYT00000099942	0.00	0.00	0.04	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042177	ENSOMYT00000099960,ENSOMYT00000099963,ENSOMYT00000099965,ENSOMYT00000161856	0.73	0.90	0.91	1.56	1.99	0.85	0.58	1.33	0.34	0.00	0.17	1.03
ENSOMYG00000042178	ENSOMYT00000103444,ENSOMYT00000103494,ENSOMYT00000103508,ENSOMYT00000103523,ENSOMYT00000103528,ENSOMYT00000103534,ENSOMYT00000103544,ENSOMYT00000103661	18.56	20.96	16.27	19.00	19.73	15.50	10.79	13.24	14.69	14.88	13.74	17.44
ENSOMYG00000042179	ENSOMYT00000099964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042180	ENSOMYT00000099961	4.21	6.65	4.33	6.62	8.04	6.95	5.02	5.22	3.49	5.45	4.85	3.29
ENSOMYG00000042181	ENSOMYT00000100697,ENSOMYT00000101073,ENSOMYT00000101098,ENSOMYT00000101100,ENSOMYT00000101136,ENSOMYT00000101163,ENSOMYT00000101216,ENSOMYT00000101231,ENSOMYT00000101240,ENSOMYT00000101255	4.22	4.53	4.68	4.75	4.90	5.24	6.41	4.03	6.73	5.25	6.09	5.43
ENSOMYG00000042182	ENSOMYT00000099966,ENSOMYT00000099969,ENSOMYT00000116404,ENSOMYT00000123689,ENSOMYT00000142096,ENSOMYT00000142594,ENSOMYT00000143031,ENSOMYT00000148953,ENSOMYT00000155852,ENSOMYT00000163879	7.11	8.44	7.46	6.21	8.44	9.00	5.80	5.73	6.61	2.32	2.78	8.97
ENSOMYG00000042183	ENSOMYT00000099968	0.65	0.00	0.64	0.22	0.64	0.94	1.47	0.37	0.23	0.38	0.26	0.26
ENSOMYG00000042184	ENSOMYT00000099977	3.12	9.42	6.89	7.00	8.13	9.05	6.08	10.97	8.97	9.41	8.57	6.89
ENSOMYG00000042185	ENSOMYT00000099970	4.32	4.96	3.92	5.21	5.84	5.26	2.33	3.66	3.91	2.98	2.57	4.52
ENSOMYG00000042186	ENSOMYT00000099975	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00
ENSOMYG00000042187	ENSOMYT00000099979,ENSOMYT00000099986,ENSOMYT00000099997,ENSOMYT00000133700,ENSOMYT00000137120,ENSOMYT00000140670,ENSOMYT00000143131,ENSOMYT00000165453	303.64	324.72	238.96	310.28	304.21	292.63	246.66	280.16	232.46	325.40	363.46	216.44
ENSOMYG00000042189	ENSOMYT00000099988	0.14	1.73	0.28	1.05	1.43	1.06	1.37	1.04	0.27	0.94	1.64	0.40
ENSOMYG00000042191	ENSOMYT00000099992,ENSOMYT00000123140,ENSOMYT00000138499	50.96	52.62	45.25	59.04	53.24	41.12	47.89	50.77	47.36	58.73	56.39	41.59
ENSOMYG00000042192	ENSOMYT00000099994	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042194	ENSOMYT00000099998	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042195	ENSOMYT00000100003	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042196	ENSOMYT00000100042,ENSOMYT00000100048	22.02	29.48	25.67	22.30	26.07	21.80	23.26	23.10	26.34	20.20	28.22	21.65
ENSOMYG00000042197	ENSOMYT00000100007	0.23	0.23	0.79	0.14	0.34	0.11	12.50	2.50	3.63	2.16	0.76	14.17
ENSOMYG00000042199	ENSOMYT00000100012	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042202	ENSOMYT00000100026	1.39	2.19	1.82	0.98	4.12	3.08	1.37	2.13	2.64	1.70	0.44	2.80
ENSOMYG00000042203	ENSOMYT00000100027	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.00	1.66	0.00	0.00	2.48
ENSOMYG00000042204	ENSOMYT00000100024	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042206	ENSOMYT00000100033	12.93	8.47	5.73	4.86	7.53	5.34	8.54	9.33	16.10	6.37	10.89	7.49
ENSOMYG00000042207	ENSOMYT00000100991,ENSOMYT00000101002,ENSOMYT00000101046,ENSOMYT00000101092,ENSOMYT00000101105,ENSOMYT00000101134	52.19	53.93	43.40	44.89	52.26	54.04	38.24	61.52	43.92	20.08	33.47	43.06
ENSOMYG00000042208	ENSOMYT00000107077,ENSOMYT00000107154,ENSOMYT00000107224,ENSOMYT00000107249,ENSOMYT00000107283,ENSOMYT00000107303,ENSOMYT00000107338,ENSOMYT00000107444,ENSOMYT00000107520,ENSOMYT00000143401	27.11	25.94	22.21	22.40	24.40	27.98	23.87	25.71	23.17	17.98	22.49	21.28
ENSOMYG00000042209	ENSOMYT00000100194,ENSOMYT00000100802,ENSOMYT00000100813,ENSOMYT00000101028,ENSOMYT00000101135,ENSOMYT00000101209,ENSOMYT00000101408,ENSOMYT00000101458,ENSOMYT00000101761,ENSOMYT00000101771	10.63	12.73	9.11	11.49	10.23	12.05	9.49	13.41	10.66	9.10	9.24	10.24
ENSOMYG00000042211	ENSOMYT00000100046,ENSOMYT00000152336,ENSOMYT00000166928	2.72	3.67	2.24	2.25	0.09	3.54	0.07	4.08	2.65	0.00	1.79	0.00
ENSOMYG00000042212	ENSOMYT00000100041	19.69	30.56	33.62	22.02	17.42	13.39	16.95	17.35	16.17	6.78	7.95	9.28
ENSOMYG00000042213	ENSOMYT00000100050	1.72	2.00	1.27	2.78	2.27	3.16	1.14	2.19	2.93	1.17	0.41	1.34
ENSOMYG00000042214	ENSOMYT00000100061,ENSOMYT00000100081,ENSOMYT00000100086	0.69	3.04	1.15	6.50	3.94	2.08	0.91	0.82	0.35	0.56	0.53	0.82
ENSOMYG00000042215	ENSOMYT00000103947,ENSOMYT00000103961,ENSOMYT00000103997,ENSOMYT00000104020,ENSOMYT00000104123,ENSOMYT00000104155,ENSOMYT00000104169,ENSOMYT00000104183	30.83	28.26	30.55	23.42	26.77	24.57	24.29	22.72	24.92	30.13	32.97	23.47
ENSOMYG00000042216	ENSOMYT00000007556,ENSOMYT00000100300,ENSOMYT00000100309,ENSOMYT00000100312,ENSOMYT00000100339	30.17	39.26	51.91	35.51	41.12	49.17	56.01	63.32	64.18	47.61	73.06	52.31
ENSOMYG00000042217	ENSOMYT00000100049	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042218	ENSOMYT00000100057	0.07	0.07	0.06	0.00	0.00	0.00	0.00	0.00	0.16	0.05	0.00	0.06
ENSOMYG00000042219	ENSOMYT00000100085	1.33	1.19	0.98	1.12	1.41	1.42	1.50	1.34	0.68	1.88	2.20	1.45
ENSOMYG00000042220	ENSOMYT00000100056,ENSOMYT00000134430	0.21	0.08	0.14	0.14	0.00	0.11	0.77	0.61	0.57	0.31	0.28	0.65
ENSOMYG00000042221	ENSOMYT00000100272,ENSOMYT00000100301,ENSOMYT00000100310,ENSOMYT00000100365	139.66	138.96	115.92	200.03	144.95	232.88	227.35	189.49	138.79	220.56	350.86	212.78
ENSOMYG00000042223	ENSOMYT00000100059,ENSOMYT00000162008,ENSOMYT00000162394	5.07	4.63	4.97	3.69	3.34	3.96	5.83	5.99	4.29	5.32	2.98	3.53
ENSOMYG00000042224	ENSOMYT00000100148,ENSOMYT00000100171	4.24	4.82	4.12	3.77	5.34	4.73	2.08	3.82	2.98	0.88	0.54	4.91
ENSOMYG00000042225	ENSOMYT00000100069	2.67	9.22	2.88	9.71	10.26	7.10	7.12	7.78	8.26	5.85	6.84	1.89
ENSOMYG00000042226	ENSOMYT00000100084,ENSOMYT00000121514	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042227	ENSOMYT00000100092	0.00	0.19	0.00	0.70	0.38	0.18	0.08	0.15	0.12	0.16	0.09	0.27
ENSOMYG00000042228	ENSOMYT00000100174,ENSOMYT00000100179,ENSOMYT00000100184,ENSOMYT00000100195,ENSOMYT00000100199,ENSOMYT00000100204,ENSOMYT00000100216,ENSOMYT00000100221,ENSOMYT00000136299,ENSOMYT00000164090	5.92	9.81	6.27	8.76	9.45	8.55	4.69	7.08	6.28	4.01	3.69	6.17
ENSOMYG00000042230	ENSOMYT00000100093	0.52	0.00	0.26	0.00	0.00	0.00	1.27	0.00	0.00	0.00	0.00	0.50
ENSOMYG00000042231	ENSOMYT00000100095	0.83	1.11	0.68	1.68	0.69	1.53	1.21	1.23	0.95	1.58	1.05	1.55
ENSOMYG00000042232	ENSOMYT00000100098	0.00	0.00	0.00	0.00	0.15	0.00	0.12	0.12	0.00	0.00	0.00	0.00
ENSOMYG00000042233	ENSOMYT00000100100	19.78	15.91	21.62	27.95	16.21	25.82	14.50	18.11	19.40	18.08	20.92	10.37
ENSOMYG00000042234	ENSOMYT00000100108,ENSOMYT00000100111,ENSOMYT00000100118	44.91	42.75	51.69	44.91	45.17	42.42	44.82	46.92	50.69	44.61	56.67	32.32
ENSOMYG00000042236	ENSOMYT00000100099,ENSOMYT00000143272	0.58	0.89	0.52	1.77	0.68	1.40	1.28	1.22	1.19	1.76	0.44	0.58
