gene_id	transcript_id(s)	RainbowTrout_RNA_DistalIntestine_Immature_Female_R1	RainbowTrout_RNA_DistalIntestine_Immature_Female_R2	RainbowTrout_RNA_DistalIntestine_Immature_Female_R3	RainbowTrout_RNA_DistalIntestine_Immature_Male_R1	RainbowTrout_RNA_DistalIntestine_Immature_Male_R2	RainbowTrout_RNA_DistalIntestine_Immature_Male_R3	RainbowTrout_RNA_DistalIntestine_Mature_Female_R1	RainbowTrout_RNA_DistalIntestine_Mature_Female_R2	RainbowTrout_RNA_DistalIntestine_Mature_Female_R3	RainbowTrout_RNA_DistalIntestine_Mature_Male_R1	RainbowTrout_RNA_DistalIntestine_Mature_Male_R2	RainbowTrout_RNA_DistalIntestine_Mature_Male_R3
ENSOMYG00000053954	ENSOMYT00000118034,ENSOMYT00000123564	3.04	0.67	0.51	0.21	3.43	0.42	1.87	1.60	3.01	0.97	0.68	1.13
ENSOMYG00000053955	ENSOMYT00000151892	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053956	ENSOMYT00000160654	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053957	ENSOMYT00000157592	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053958	ENSOMYT00000156545	0.35	0.00	0.00	0.09	0.00	0.00	0.04	0.16	0.00	0.50	0.45	0.51
ENSOMYG00000053959	ENSOMYT00000160924	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053960	ENSOMYT00000164004	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053961	ENSOMYT00000139126	8.44	19.92	11.71	13.33	10.52	16.81	9.79	5.68	5.09	9.64	9.71	6.05
ENSOMYG00000053962	ENSOMYT00000116975	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053963	ENSOMYT00000156902	4.68	3.30	2.63	3.88	4.88	4.48	2.83	3.45	4.98	3.39	2.97	3.55
ENSOMYG00000053964	ENSOMYT00000116572	1.37	0.00	0.04	0.00	0.00	0.00	0.34	0.12	0.33	0.12	0.13	0.21
ENSOMYG00000053965	ENSOMYT00000151701	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053966	ENSOMYT00000128367	0.00	0.00	0.00	0.08	0.00	0.00	0.08	0.00	0.09	0.00	0.00	0.12
ENSOMYG00000053967	ENSOMYT00000124520	0.00	0.15	0.00	0.21	0.29	0.00	1.29	0.17	0.14	0.00	0.00	0.00
ENSOMYG00000053968	ENSOMYT00000162305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053969	ENSOMYT00000144301	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053970	ENSOMYT00000124295	5.01	5.37	3.70	2.68	8.17	4.08	1.41	1.92	2.00	11.34	2.95	3.83
ENSOMYG00000053971	ENSOMYT00000116295	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053972	ENSOMYT00000077630	15.29	23.01	23.38	25.34	7.04	46.55	11.46	6.87	5.73	23.54	23.12	8.96
ENSOMYG00000053973	ENSOMYT00000133736	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99	1.15
ENSOMYG00000053974	ENSOMYT00000142185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053975	ENSOMYT00000122926	0.99	0.00	0.00	0.00	0.00	0.00	0.38	0.23	0.07	0.00	0.16	2.76
ENSOMYG00000053976	ENSOMYT00000145661	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053977	ENSOMYT00000048403	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00
ENSOMYG00000053978	ENSOMYT00000153812	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053979	ENSOMYT00000153237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053980	ENSOMYT00000160426	0.00	0.00	0.00	0.09	0.00	0.04	0.00	0.00	0.00	0.00	0.22	0.00
ENSOMYG00000053981	ENSOMYT00000144243	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053982	ENSOMYT00000161854	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053983	ENSOMYT00000148054	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053984	ENSOMYT00000137715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053985	ENSOMYT00000082524,ENSOMYT00000151548,ENSOMYT00000166012	0.03	0.00	0.00	0.07	0.00	0.00	0.02	0.05	0.00	0.00	0.00	0.00
ENSOMYG00000053986	ENSOMYT00000132382,ENSOMYT00000137973,ENSOMYT00000147287,ENSOMYT00000158010,ENSOMYT00000162498	1.46	1.68	0.57	0.62	1.00	0.75	1.60	1.85	1.58	1.85	2.82	4.87
ENSOMYG00000053987	ENSOMYT00000058231	1.79	0.96	0.76	0.73	1.75	1.00	2.49	1.72	2.08	2.38	1.08	2.63
ENSOMYG00000053988	ENSOMYT00000119877	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053989	ENSOMYT00000162959	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053990	ENSOMYT00000123436	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053991	ENSOMYT00000118634	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053992	ENSOMYT00000167500	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053993	ENSOMYT00000117961	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25
ENSOMYG00000053994	ENSOMYT00000141650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053995	ENSOMYT00000126803,ENSOMYT00000155265,ENSOMYT00000159834	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053996	ENSOMYT00000144771	0.00	0.45	0.05	0.43	0.11	0.87	0.00	0.08	0.05	0.10	0.33	0.07
ENSOMYG00000053997	ENSOMYT00000149269	3.93	3.62	0.94	1.98	1.41	0.93	1.70	1.77	1.44	3.33	2.94	7.53
ENSOMYG00000053998	ENSOMYT00000135304	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000053999	ENSOMYT00000155003	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054000	ENSOMYT00000110260,ENSOMYT00000118409,ENSOMYT00000125775,ENSOMYT00000133136,ENSOMYT00000154523,ENSOMYT00000155369,ENSOMYT00000156346,ENSOMYT00000167800	0.12	0.03	0.01	0.01	0.05	0.03	0.01	0.05	0.05	0.02	0.00	0.10
ENSOMYG00000054001	ENSOMYT00000144999	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054002	ENSOMYT00000158170	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054003	ENSOMYT00000142484	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054004	ENSOMYT00000118889	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054005	ENSOMYT00000129206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054006	ENSOMYT00000117878	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054007	ENSOMYT00000133936	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054008	ENSOMYT00000128948	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054009	ENSOMYT00000165715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054010	ENSOMYT00000128672	0.00	0.08	0.00	0.00	0.09	0.00	0.07	0.00	0.00	0.00	0.00	0.05
ENSOMYG00000054011	ENSOMYT00000162162	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054012	ENSOMYT00000156208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054013	ENSOMYT00000167373	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054014	ENSOMYT00000123156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054015	ENSOMYT00000145777	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054016	ENSOMYT00000134773	0.23	0.00	0.00	0.00	0.23	0.26	0.00	0.32	0.10	0.10	0.00	0.17
ENSOMYG00000054017	ENSOMYT00000135804	0.06	0.07	0.00	0.00	0.06	0.07	0.02	0.02	0.00	0.02	0.00	0.02
ENSOMYG00000054018	ENSOMYT00000139185	0.12	0.00	0.10	0.00	0.00	0.00	0.00	0.25	0.80	0.10	0.23	0.00
ENSOMYG00000054019	ENSOMYT00000125407	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054020	ENSOMYT00000121689	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.09
ENSOMYG00000054021	ENSOMYT00000125821,ENSOMYT00000132571,ENSOMYT00000159110,ENSOMYT00000165290	4.76	3.78	2.00	1.28	2.22	2.57	2.04	2.60	1.88	2.36	3.04	7.25
ENSOMYG00000054022	ENSOMYT00000142692	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054023	ENSOMYT00000119493,ENSOMYT00000126462	0.00	0.00	0.27	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054024	ENSOMYT00000143438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054025	ENSOMYT00000126541,ENSOMYT00000145626,ENSOMYT00000165813	1.48	2.66	0.75	1.88	0.69	1.52	1.27	1.63	0.92	1.57	1.65	3.42
ENSOMYG00000054026	ENSOMYT00000139265	0.00	0.00	1.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054027	ENSOMYT00000155363	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054028	ENSOMYT00000138699	0.38	0.25	0.20	0.00	0.60	0.32	0.34	1.48	0.19	0.34	0.80	1.56
ENSOMYG00000054029	ENSOMYT00000144216	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054030	ENSOMYT00000051031	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054031	ENSOMYT00000116226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054032	ENSOMYT00000141762	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054033	ENSOMYT00000125961	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054034	ENSOMYT00000133425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054035	ENSOMYT00000133406	0.76	0.10	0.17	0.04	0.68	0.21	0.28	0.27	0.33	0.18	0.03	0.18
ENSOMYG00000054036	ENSOMYT00000019389	0.00	0.00	0.14	0.00	0.14	0.00	0.09	0.00	0.00	0.20	0.00	0.15
ENSOMYG00000054037	ENSOMYT00000122657	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.10	0.15	0.00	0.45
ENSOMYG00000054038	ENSOMYT00000123992,ENSOMYT00000141276,ENSOMYT00000149858,ENSOMYT00000152839,ENSOMYT00000153568,ENSOMYT00000157108,ENSOMYT00000162279,ENSOMYT00000162885	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054039	ENSOMYT00000116397	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054040	ENSOMYT00000079357	0.00	0.24	0.00	0.00	0.00	0.05	0.10	0.00	0.43	0.22	0.34	2.68
ENSOMYG00000054041	ENSOMYT00000122531	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054042	ENSOMYT00000137831	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054043	ENSOMYT00000143693	11.00	4.65	4.61	3.95	18.84	2.41	11.00	4.26	7.10	1.98	0.70	0.69
ENSOMYG00000054044	ENSOMYT00000138393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054045	ENSOMYT00000116109,ENSOMYT00000137864,ENSOMYT00000165152	1.82	4.58	1.90	1.76	0.47	3.95	1.95	1.94	0.50	2.97	9.05	10.97
ENSOMYG00000054046	ENSOMYT00000117917,ENSOMYT00000128202,ENSOMYT00000138936,ENSOMYT00000140012,ENSOMYT00000141337,ENSOMYT00000143257,ENSOMYT00000147058,ENSOMYT00000151955,ENSOMYT00000153432,ENSOMYT00000157224	3.19	1.83	1.73	0.95	1.23	2.64	2.03	0.99	1.80	2.65	3.74	4.36
ENSOMYG00000054047	ENSOMYT00000123792	0.06	0.05	0.04	0.06	0.07	0.04	0.02	0.03	0.04	0.02	0.05	0.04
ENSOMYG00000054048	ENSOMYT00000166938	0.00	0.00	0.00	0.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054049	ENSOMYT00000143086	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054050	ENSOMYT00000128311	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054051	ENSOMYT00000119942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054052	ENSOMYT00000116700,ENSOMYT00000132591,ENSOMYT00000140440,ENSOMYT00000145173,ENSOMYT00000147156,ENSOMYT00000162435,ENSOMYT00000165729	4.06	4.67	1.69	1.79	2.44	3.77	3.31	5.05	2.93	2.56	3.42	7.36
ENSOMYG00000054053	ENSOMYT00000133110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054054	ENSOMYT00000162268	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054055	ENSOMYT00000120063	0.00	0.00	0.04	0.00	0.05	0.00	0.00	0.22	0.53	0.05	0.10	1.07
ENSOMYG00000054056	ENSOMYT00000120180	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054057	ENSOMYT00000123879	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054058	ENSOMYT00000164649	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054059	ENSOMYT00000153830	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.12	0.00	0.08
ENSOMYG00000054060	ENSOMYT00000118413	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054061	ENSOMYT00000143780	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054062	ENSOMYT00000027306,ENSOMYT00000027366,ENSOMYT00000027382,ENSOMYT00000027401,ENSOMYT00000142137,ENSOMYT00000143275,ENSOMYT00000148174,ENSOMYT00000155995,ENSOMYT00000162967	5.61	0.00	1.08	0.00	0.55	0.52	1.06	1.44	0.74	2.28	1.33	3.66
ENSOMYG00000054063	ENSOMYT00000141412	8.70	8.09	3.01	2.39	2.64	2.03	2.96	7.19	10.37	5.14	22.11	21.40
ENSOMYG00000054064	ENSOMYT00000138711	5.47	4.88	1.41	0.99	1.06	3.81	2.06	2.56	1.03	2.86	6.34	11.46
ENSOMYG00000054065	ENSOMYT00000159382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054066	ENSOMYT00000139813,ENSOMYT00000142229	0.08	0.00	0.00	0.04	0.00	0.00	0.00	0.02	0.04	0.00	0.00	0.00
ENSOMYG00000054067	ENSOMYT00000127832	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054068	ENSOMYT00000157861,ENSOMYT00000163125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054069	ENSOMYT00000139254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054070	ENSOMYT00000167446	44.91	18.41	22.30	14.91	92.93	17.38	58.71	37.46	59.45	18.50	10.14	17.14
ENSOMYG00000054071	ENSOMYT00000155459,ENSOMYT00000164109	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054072	ENSOMYT00000117595,ENSOMYT00000134388,ENSOMYT00000136599,ENSOMYT00000144907,ENSOMYT00000157482,ENSOMYT00000161876	1.15	0.86	0.68	0.85	1.57	0.25	0.81	1.66	1.86	0.69	0.07	0.43
ENSOMYG00000054073	ENSOMYT00000018143,ENSOMYT00000130935,ENSOMYT00000157244	0.71	1.38	0.10	0.29	0.93	0.62	0.61	0.98	0.93	1.49	0.83	1.28
ENSOMYG00000054074	ENSOMYT00000163885	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054075	ENSOMYT00000117650,ENSOMYT00000126521,ENSOMYT00000131822	9.96	17.08	40.86	26.50	2.90	27.35	12.60	6.47	8.07	32.22	63.85	69.93
ENSOMYG00000054076	ENSOMYT00000139078	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054077	ENSOMYT00000016759,ENSOMYT00000016769,ENSOMYT00000129883	0.13	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054078	ENSOMYT00000159014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054079	ENSOMYT00000130627	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054080	ENSOMYT00000160476	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054081	ENSOMYT00000143894,ENSOMYT00000158231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054082	ENSOMYT00000122670	3.60	4.02	3.30	2.76	3.68	3.83	4.20	3.08	4.88	3.91	2.36	3.19
ENSOMYG00000054083	ENSOMYT00000146766	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054084	ENSOMYT00000149477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054085	ENSOMYT00000143444	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054086	ENSOMYT00000143742	0.00	0.22	0.00	0.00	0.00	0.18	0.00	0.05	0.00	0.02	0.26	0.18
ENSOMYG00000054087	ENSOMYT00000019460,ENSOMYT00000021186,ENSOMYT00000022384,ENSOMYT00000022433,ENSOMYT00000023573,ENSOMYT00000023693	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
ENSOMYG00000054088	ENSOMYT00000028399	55.61	48.17	57.55	50.50	39.68	50.25	67.30	85.32	51.22	58.44	56.75	81.13
ENSOMYG00000054089	ENSOMYT00000148399	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054090	ENSOMYT00000166752	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054091	ENSOMYT00000146118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054092	ENSOMYT00000139415	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054093	ENSOMYT00000009911	8.28	0.00	0.00	0.00	1.52	3.41	1.10	0.00	1.17	2.98	0.00	0.00
ENSOMYG00000054094	ENSOMYT00000161234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.05
ENSOMYG00000054095	ENSOMYT00000128631	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054096	ENSOMYT00000151008	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054097	ENSOMYT00000127849	0.00	0.10	0.00	0.04	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054098	ENSOMYT00000137825	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054099	ENSOMYT00000117408	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18
ENSOMYG00000054100	ENSOMYT00000120315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054101	ENSOMYT00000129850	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00
ENSOMYG00000054102	ENSOMYT00000126288	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.09
ENSOMYG00000054103	ENSOMYT00000118019	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054104	ENSOMYT00000145765,ENSOMYT00000155009	19.60	18.63	14.34	11.74	21.58	16.50	19.73	17.96	21.91	19.57	19.26	20.64
ENSOMYG00000054105	ENSOMYT00000140262	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054106	ENSOMYT00000164794	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054107	ENSOMYT00000136980	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054108	ENSOMYT00000135299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054109	ENSOMYT00000147310	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054110	ENSOMYT00000155406	0.37	0.10	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
ENSOMYG00000054111	ENSOMYT00000129802	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054112	ENSOMYT00000154642	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054113	ENSOMYT00000160932	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054114	ENSOMYT00000134415	0.35	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.15	0.00	0.00
ENSOMYG00000054115	ENSOMYT00000147099	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.22
ENSOMYG00000054116	ENSOMYT00000116843	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24
ENSOMYG00000054117	ENSOMYT00000126685	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054118	ENSOMYT00000132810	0.00	0.23	0.07	0.00	0.00	0.00	0.11	0.22	0.12	0.20	0.00	0.07
ENSOMYG00000054119	ENSOMYT00000121245	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.04	0.00	0.09	0.10
ENSOMYG00000054120	ENSOMYT00000116487	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054121	ENSOMYT00000149223	6.16	0.91	3.05	1.77	5.23	0.77	1.98	1.42	2.35	0.74	0.52	1.43
ENSOMYG00000054122	ENSOMYT00000123615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054123	ENSOMYT00000127160	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054124	ENSOMYT00000165978	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054125	ENSOMYT00000154070	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00
ENSOMYG00000054126	ENSOMYT00000128954	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000054127	ENSOMYT00000153982	0.00	0.00	0.12	0.00	0.28	0.09	0.00	0.00	0.00	0.00	0.00	0.70
ENSOMYG00000054128	ENSOMYT00000137269,ENSOMYT00000158021	125.01	84.00	87.38	97.08	149.99	72.42	157.87	110.72	186.78	81.86	77.06	86.11
ENSOMYG00000054129	ENSOMYT00000135240,ENSOMYT00000136166,ENSOMYT00000157642	2.99	0.55	0.51	0.14	0.74	0.19	2.10	3.46	3.11	2.16	2.07	3.79
